 IND	  DX_1	  DX_2	  DX_3	  DX_4	  DY_1	  DY_2	  DY_3	  DY_4	  JEU1	  JEU2	  JEU3	  JEU4	  INT1	  INT2	  INT3	  INT4	    F1	    F2	    F3	    F4	   FIT	    TIME
  11	 0.035	-0.029	 0.048	-0.006	-0.032	-0.014	 0.089	 0.014	 0.179	 0.193	 0.170	 0.166	 0.043	 0.039	 0.051	 0.043	  5726	  6950	  6940	  8897	  8897	   03:17
  12	 0.116	 0.031	-0.093	 0.086	-0.031	-0.115	 0.083	 0.015	 0.169	 0.170	 0.183	 0.187	 0.043	 0.045	 0.040	 0.039	  3973	  7565	 12261	  5038	 12261	   03:32
  13	-0.117	 0.039	 0.019	-0.061	 0.026	-0.107	 0.147	-0.012	 0.175	 0.183	 0.187	 0.183	 0.040	 0.048	 0.050	 0.056	  9146	  3187	  6536	  9625	  9625	   03:14
  14	 0.020	 0.002	-0.000	 0.047	 0.026	-0.040	-0.031	 0.000	 0.176	 0.195	 0.172	 0.184	 0.039	 0.048	 0.041	 0.035	  6545	  6406	  8945	  6717	  8945	   03:13
  15	 0.071	-0.103	-0.026	-0.041	 0.109	-0.032	-0.012	-0.070	 0.160	 0.190	 0.174	 0.191	 0.045	 0.052	 0.046	 0.046	  3862	  8301	  8353	  7886	  8353	   03:13
  16	-0.035	 0.059	 0.007	-0.047	 0.000	-0.022	 0.031	-0.075	 0.177	 0.186	 0.192	 0.173	 0.046	 0.050	 0.043	 0.042	  8110	  3872	  6683	  9687	  9687	   03:27
  17	-0.034	-0.064	-0.084	-0.016	 0.141	-0.061	-0.052	-0.026	 0.200	 0.164	 0.182	 0.191	 0.040	 0.041	 0.041	 0.045	  5458	  7214	  9703	  6501	  9703	   03:09
  18	 0.003	-0.071	 0.051	 0.002	 0.105	 0.006	-0.014	 0.117	 0.185	 0.182	 0.180	 0.188	 0.045	 0.046	 0.042	 0.055	  5647	  8108	  6777	  8201	  8201	   03:17
  19	 0.055	-0.060	-0.047	-0.017	 0.060	 0.039	-0.058	 0.054	 0.176	 0.171	 0.194	 0.177	 0.042	 0.049	 0.043	 0.041	  4563	  8662	  8074	  7255	  8662	   03:17
  20	-0.013	 0.003	 0.016	-0.037	 0.046	 0.000	 0.033	 0.011	 0.180	 0.186	 0.167	 0.205	 0.052	 0.045	 0.037	 0.048	  6872	  5819	  7552	  8106	  8106	   03:09
  21	 0.044	 0.031	 0.085	-0.121	-0.024	 0.002	-0.007	-0.091	 0.166	 0.186	 0.162	 0.183	 0.041	 0.038	 0.060	 0.038	  6467	  5526	  4787	 11638	 11638	   03:27
  22	 0.052	 0.076	 0.092	 0.037	 0.031	-0.001	 0.004	-0.005	 0.176	 0.183	 0.178	 0.184	 0.041	 0.043	 0.044	 0.045	  7179	  5696	  6852	  8738	  8738	   03:17
  23	 0.047	-0.047	 0.077	 0.012	-0.059	 0.004	-0.018	-0.000	 0.200	 0.205	 0.171	 0.169	 0.045	 0.047	 0.048	 0.045	  5226	  7901	  6479	  8768	  8768	   03:20
  24	-0.066	-0.024	-0.126	-0.043	-0.002	-0.066	-0.043	-0.061	 0.161	 0.157	 0.181	 0.199	 0.048	 0.050	 0.039	 0.047	  6898	  5541	  9841	  6012	  9841	   03:09
  25	 0.044	 0.021	 0.107	 0.032	-0.062	 0.059	 0.055	-0.108	 0.179	 0.187	 0.175	 0.173	 0.038	 0.048	 0.043	 0.043	  6492	  6815	  6291	  9132	  9132	   03:17
  26	 0.009	-0.008	 0.012	 0.046	-0.037	-0.028	 0.045	-0.010	 0.183	 0.182	 0.177	 0.176	 0.046	 0.049	 0.046	 0.049	  6298	  6647	  8319	  7069	  8319	   03:11
  27	-0.053	 0.019	 0.115	 0.015	 0.028	-0.010	-0.084	-0.031	 0.172	 0.171	 0.164	 0.169	 0.049	 0.043	 0.045	 0.043	  8313	  5336	  5940	  9055	  9055	   03:23
  28	-0.052	 0.075	-0.004	-0.055	 0.042	-0.014	 0.037	-0.032	 0.179	 0.177	 0.182	 0.199	 0.046	 0.040	 0.041	 0.047	  8537	  3612	  7379	  8893	  8893	   03:33
  29	 0.060	 0.085	-0.077	 0.010	-0.050	-0.036	 0.014	-0.009	 0.168	 0.160	 0.165	 0.173	 0.043	 0.049	 0.048	 0.037	  6093	  5585	 10235	  6558	 10235	   03:19
  30	-0.046	-0.034	-0.100	 0.042	 0.027	 0.066	 0.063	 0.015	 0.166	 0.175	 0.202	 0.172	 0.047	 0.053	 0.042	 0.051	  7012	  6367	  9455	  5456	  9455	   03:13
  31	 0.074	-0.010	 0.029	 0.011	 0.031	 0.008	-0.020	 0.082	 0.171	 0.186	 0.181	 0.176	 0.044	 0.049	 0.039	 0.042	  5486	  7732	  7267	  8100	  8100	   03:07
  32	-0.073	-0.040	 0.061	-0.031	-0.009	 0.017	-0.019	 0.044	 0.179	 0.192	 0.196	 0.190	 0.042	 0.045	 0.051	 0.041	  8176	  5924	  5374	  9111	  9111	   03:09
  33	-0.013	 0.008	-0.028	-0.035	 0.016	 0.017	-0.105	 0.016	 0.181	 0.198	 0.168	 0.180	 0.042	 0.040	 0.038	 0.045	  7377	  5675	  7974	  7655	  7974	   03:07
  34	-0.095	 0.044	 0.024	-0.067	 0.060	-0.012	 0.009	-0.013	 0.188	 0.177	 0.181	 0.181	 0.048	 0.046	 0.041	 0.054	  8827	  3667	  6058	  9740	  9740	   03:17
  35	 0.086	 0.151	 0.068	-0.016	 0.031	 0.050	 0.070	 0.007	 0.178	 0.185	 0.190	 0.176	 0.053	 0.045	 0.045	 0.045	  7433	  4294	  6418	 10183	 10183	   03:39
  36	 0.082	-0.086	-0.006	-0.087	-0.030	 0.106	-0.044	-0.004	 0.170	 0.191	 0.170	 0.186	 0.051	 0.044	 0.047	 0.046	  3879	  9030	  6721	  8685	  9030	   03:31
  37	 0.007	 0.023	-0.016	-0.073	 0.038	 0.015	 0.021	 0.026	 0.189	 0.187	 0.178	 0.181	 0.045	 0.045	 0.043	 0.046	  6562	  5674	  7050	  9099	  9099	   03:13
  38	-0.026	-0.012	-0.036	 0.021	 0.019	 0.011	-0.011	 0.001	 0.164	 0.171	 0.182	 0.174	 0.044	 0.047	 0.047	 0.048	  7025	  6169	  8452	  6712	  8452	   03:13
  39	-0.022	 0.092	-0.024	 0.066	 0.073	-0.004	-0.087	 0.052	 0.193	 0.179	 0.171	 0.165	 0.047	 0.042	 0.045	 0.050	  8401	  4539	  9343	  6389	  9343	   03:23
  40	-0.079	-0.019	 0.017	 0.132	 0.084	-0.033	 0.019	 0.005	 0.181	 0.166	 0.180	 0.181	 0.041	 0.035	 0.046	 0.044	  7677	  6132	  9456	  5444	  9456	   03:42
  41	-0.009	 0.069	 0.001	 0.009	-0.132	 0.028	-0.002	-0.024	 0.174	 0.189	 0.171	 0.185	 0.047	 0.047	 0.048	 0.042	  8544	  4602	  8048	  7336	  8544	   03:16
  42	 0.015	 0.005	-0.043	 0.012	-0.048	-0.001	 0.043	 0.015	 0.177	 0.176	 0.189	 0.175	 0.048	 0.043	 0.044	 0.050	  6343	  6445	  8551	  7040	  8551	   03:13
  43	 0.056	 0.073	-0.034	-0.034	-0.008	 0.040	-0.080	 0.092	 0.173	 0.176	 0.160	 0.178	 0.041	 0.046	 0.046	 0.047	  6846	  5914	  8195	  7556	  8195	   03:31
  44	 0.069	 0.099	-0.007	 0.081	 0.052	 0.003	 0.014	-0.065	 0.182	 0.180	 0.184	 0.184	 0.043	 0.039	 0.049	 0.043	  6534	  5445	  9820	  6663	  9820	   03:19
  45	 0.025	-0.077	 0.063	-0.088	-0.040	-0.015	 0.015	-0.040	 0.182	 0.189	 0.176	 0.192	 0.043	 0.047	 0.049	 0.045	  5013	  7830	  5383	 10106	 10106	   03:18
  46	 0.022	-0.042	 0.025	 0.016	-0.033	 0.025	 0.116	 0.028	 0.192	 0.190	 0.193	 0.189	 0.045	 0.044	 0.045	 0.044	  5691	  7446	  7576	  7838	  7838	   04:20
  47	-0.010	 0.110	-0.037	 0.013	-0.091	 0.043	 0.035	-0.085	 0.185	 0.185	 0.199	 0.186	 0.047	 0.051	 0.040	 0.041	  8411	  3849	  8723	  7559	  8723	   03:11
  48	-0.027	 0.029	-0.044	-0.029	 0.004	-0.068	 0.036	 0.004	 0.178	 0.179	 0.166	 0.183	 0.054	 0.050	 0.048	 0.039	  7025	  5043	  8706	  7570	  8706	   02:35
  49	 0.103	-0.046	-0.011	 0.027	 0.025	-0.072	-0.026	-0.052	 0.188	 0.189	 0.194	 0.172	 0.039	 0.050	 0.044	 0.046	  3485	  8630	  8594	  7686	  8630	   02:44
  50	-0.016	-0.091	 0.006	 0.055	 0.086	 0.048	-0.111	 0.025	 0.191	 0.194	 0.186	 0.178	 0.049	 0.034	 0.046	 0.043	  5868	  8405	  8472	  6236	  8472	   02:40
  51	 0.031	 0.010	 0.008	 0.033	 0.076	 0.068	 0.049	 0.076	 0.193	 0.172	 0.173	 0.173	 0.045	 0.054	 0.046	 0.044	  5810	  7232	  8094	  7186	  8094	   02:46
  52	-0.060	 0.037	-0.017	-0.039	-0.053	 0.042	-0.053	-0.048	 0.183	 0.164	 0.169	 0.185	 0.051	 0.042	 0.038	 0.051	  7975	  5063	  7521	  7831	  7975	   02:45
  53	 0.037	-0.018	-0.045	 0.014	-0.023	-0.087	 0.079	 0.074	 0.188	 0.173	 0.187	 0.182	 0.048	 0.041	 0.049	 0.043	  4854	  7518	  9140	  7177	  9140	   02:35
  54	 0.001	 0.004	-0.015	-0.011	 0.054	-0.055	 0.016	 0.143	 0.165	 0.189	 0.191	 0.187	 0.053	 0.049	 0.045	 0.048	  7073	  6178	  7402	  8063	  8063	   02:36
  55	 0.054	 0.007	-0.019	-0.012	 0.043	 0.018	 0.099	-0.029	 0.170	 0.162	 0.187	 0.185	 0.046	 0.043	 0.046	 0.045	  5078	  6935	  8386	  7992	  8386	   02:40
  56	 0.032	 0.022	 0.071	 0.017	-0.051	-0.010	 0.032	-0.028	 0.174	 0.191	 0.177	 0.176	 0.040	 0.045	 0.040	 0.042	  6943	  6133	  6709	  8758	  8758	   02:41
  57	 0.024	-0.030	-0.028	-0.009	-0.054	 0.028	 0.081	 0.013	 0.184	 0.188	 0.197	 0.189	 0.041	 0.054	 0.049	 0.040	  5791	  7088	  8057	  7485	  8057	   02:30
  58	 0.033	 0.082	 0.001	 0.060	-0.070	 0.030	 0.004	-0.042	 0.175	 0.180	 0.196	 0.192	 0.035	 0.039	 0.045	 0.040	  7653	  5475	  8735	  6794	  8735	   02:38
  59	 0.001	-0.023	-0.079	-0.002	 0.040	-0.027	-0.095	 0.052	 0.176	 0.203	 0.180	 0.166	 0.041	 0.049	 0.052	 0.047	  6614	  6271	  8989	  6686	  8989	   02:44
  60	-0.029	-0.028	 0.073	 0.021	 0.033	 0.034	 0.009	 0.008	 0.176	 0.185	 0.169	 0.182	 0.043	 0.044	 0.043	 0.044	  7173	  6580	  6681	  8105	  8105	   03:31
  61	-0.030	 0.016	 0.050	-0.010	 0.018	 0.007	 0.017	 0.019	 0.175	 0.196	 0.175	 0.189	 0.044	 0.047	 0.048	 0.041	  7989	  5128	  6703	  8591	  8591	   02:47
  62	 0.049	 0.022	-0.056	-0.004	 0.034	 0.063	 0.052	-0.078	 0.184	 0.187	 0.159	 0.185	 0.047	 0.043	 0.037	 0.042	  5381	  6276	  9911	  7038	  9911	   02:45
  63	-0.020	-0.115	 0.005	 0.002	-0.107	 0.006	 0.038	-0.045	 0.187	 0.172	 0.182	 0.172	 0.048	 0.048	 0.051	 0.044	  5482	  8435	  7173	  7437	  8435	   02:46
  64	-0.044	-0.042	-0.063	 0.029	-0.036	-0.079	-0.034	-0.040	 0.179	 0.163	 0.179	 0.182	 0.040	 0.046	 0.042	 0.048	  6235	  6778	  9527	  5946	  9527	   02:38
  65	-0.015	-0.006	-0.059	 0.025	-0.005	-0.102	 0.028	-0.061	 0.172	 0.180	 0.184	 0.170	 0.044	 0.044	 0.043	 0.037	  6343	  5775	  9519	  6898	  9519	   02:39
  66	 0.040	-0.059	 0.022	 0.094	-0.010	 0.017	-0.031	-0.003	 0.146	 0.174	 0.184	 0.190	 0.050	 0.048	 0.044	 0.044	  5738	  8320	  8768	  5678	  8768	   02:43
  67	 0.059	-0.068	-0.094	-0.000	 0.039	-0.008	-0.149	-0.112	 0.173	 0.170	 0.176	 0.175	 0.045	 0.046	 0.047	 0.050	  4330	  8619	  9823	  5854	  9823	   03:27
  68	-0.086	-0.021	 0.127	-0.025	-0.050	-0.089	-0.070	-0.020	 0.174	 0.188	 0.178	 0.179	 0.038	 0.045	 0.042	 0.046	  8827	  5190	  4611	 10105	 10105	   04:05
  69	 0.048	-0.020	 0.046	 0.113	 0.066	-0.018	 0.054	-0.050	 0.198	 0.179	 0.187	 0.190	 0.052	 0.046	 0.051	 0.044	  4795	  8010	  9113	  6329	  9113	   02:42
  70	-0.061	-0.041	 0.023	 0.090	-0.010	-0.123	 0.010	-0.016	 0.182	 0.186	 0.207	 0.193	 0.045	 0.043	 0.037	 0.040	  7369	  6338	  8266	  6774	  8266	   02:48
  71	-0.008	-0.005	-0.022	 0.065	-0.007	 0.021	-0.010	-0.018	 0.187	 0.192	 0.178	 0.191	 0.046	 0.044	 0.049	 0.047	  6748	  6512	  9432	  5678	  9432	   02:36
  72	 0.030	-0.018	-0.088	 0.050	 0.065	 0.006	-0.050	-0.045	 0.189	 0.183	 0.176	 0.175	 0.042	 0.042	 0.052	 0.039	  5302	  7174	 10675	  5349	 10675	   02:50
  73	 0.017	-0.066	 0.066	 0.041	-0.037	 0.060	 0.026	-0.038	 0.162	 0.182	 0.167	 0.187	 0.049	 0.047	 0.044	 0.050	  6060	  8006	  7243	  7189	  8006	   03:31
  74	 0.011	-0.014	-0.051	 0.019	-0.026	 0.004	 0.003	 0.083	 0.180	 0.165	 0.188	 0.165	 0.041	 0.040	 0.053	 0.045	  5964	  7282	  8400	  6919	  8400	   02:38
  75	 0.027	-0.008	 0.009	-0.083	-0.022	 0.078	-0.074	 0.088	 0.203	 0.174	 0.166	 0.196	 0.043	 0.050	 0.038	 0.052	  5641	  7761	  6559	  8482	  8482	   02:44
  76	-0.036	-0.020	 0.050	-0.092	-0.086	 0.065	 0.018	-0.034	 0.177	 0.186	 0.180	 0.171	 0.046	 0.050	 0.046	 0.049	  7521	  5979	  4613	 10253	 10253	   02:55
  77	-0.067	 0.071	 0.031	 0.047	-0.064	 0.014	 0.023	 0.086	 0.173	 0.166	 0.176	 0.161	 0.050	 0.039	 0.043	 0.046	  9751	  4304	  6968	  7697	  9751	   02:40
  78	-0.024	 0.028	-0.021	 0.001	-0.035	 0.020	 0.034	 0.021	 0.196	 0.183	 0.173	 0.185	 0.046	 0.048	 0.039	 0.054	  7230	  5602	  8352	  7145	  8352	   02:40
  79	-0.014	 0.048	 0.004	-0.050	 0.040	-0.065	-0.064	 0.033	 0.171	 0.185	 0.177	 0.177	 0.050	 0.044	 0.044	 0.046	  7747	  4793	  6963	  9056	  9056	   03:08
  80	-0.072	 0.001	 0.011	-0.034	 0.101	 0.023	 0.006	 0.049	 0.198	 0.184	 0.180	 0.160	 0.036	 0.044	 0.041	 0.037	  7768	  5192	  6591	  9153	  9153	   30:56
  81	 0.039	-0.015	-0.006	 0.004	-0.039	-0.054	-0.020	-0.009	 0.177	 0.211	 0.178	 0.202	 0.047	 0.038	 0.041	 0.049	  6048	  6581	  8614	  7228	  8614	   06:03
  82	-0.022	-0.089	 0.021	 0.007	-0.054	-0.003	-0.030	-0.071	 0.194	 0.174	 0.179	 0.168	 0.044	 0.046	 0.050	 0.045	  5257	  8119	  7188	  7844	  8119	   02:57
  83	-0.082	-0.002	 0.002	-0.022	-0.008	-0.092	 0.068	 0.051	 0.184	 0.178	 0.166	 0.174	 0.044	 0.038	 0.047	 0.044	  7854	  5120	  7411	  8327	  8327	   02:49
  84	 0.098	-0.006	-0.010	-0.001	-0.004	-0.077	-0.029	-0.039	 0.175	 0.182	 0.187	 0.177	 0.045	 0.045	 0.042	 0.043	  4313	  7677	  8331	  8135	  8331	   02:52
  85	-0.017	-0.036	-0.065	-0.013	 0.050	-0.028	 0.107	 0.057	 0.181	 0.170	 0.194	 0.186	 0.057	 0.044	 0.053	 0.044	  5631	  6735	  8782	  7161	  8782	   03:00
  86	-0.004	-0.036	-0.057	-0.077	-0.014	-0.041	-0.025	-0.024	 0.196	 0.181	 0.160	 0.201	 0.043	 0.045	 0.048	 0.048	  5251	  6893	  8633	  7555	  8633	   03:00
  87	 0.005	 0.083	 0.003	-0.008	 0.018	-0.013	-0.017	-0.006	 0.181	 0.179	 0.170	 0.177	 0.044	 0.047	 0.040	 0.045	  7642	  4646	  7918	  8215	  8215	   02:47
  88	 0.042	 0.015	 0.103	-0.015	 0.004	-0.035	 0.027	 0.032	 0.189	 0.167	 0.183	 0.181	 0.049	 0.042	 0.055	 0.042	  5810	  7168	  5480	  9910	  9910	   02:56
  89	-0.039	 0.019	-0.027	-0.004	 0.055	-0.053	 0.036	 0.039	 0.165	 0.193	 0.181	 0.162	 0.052	 0.042	 0.047	 0.040	  7871	  4634	  7869	  8089	  8089	   02:46
  90	-0.076	 0.035	-0.073	 0.008	 0.023	 0.046	-0.042	 0.055	 0.186	 0.180	 0.163	 0.176	 0.037	 0.048	 0.049	 0.043	  8495	  4615	  9319	  6069	  9319	   02:44
  91	 0.039	 0.042	-0.035	-0.032	-0.024	-0.082	-0.122	 0.058	 0.178	 0.170	 0.187	 0.171	 0.042	 0.045	 0.047	 0.045	  6311	  6500	  7699	  8276	  8276	   03:46
  92	-0.056	 0.004	-0.103	-0.038	-0.002	 0.072	-0.056	 0.071	 0.167	 0.182	 0.179	 0.186	 0.049	 0.038	 0.054	 0.049	  7995	  5175	  8822	  6359	  8822	   02:46
  93	-0.018	-0.082	 0.043	-0.020	 0.012	-0.000	 0.022	 0.059	 0.173	 0.172	 0.168	 0.165	 0.042	 0.047	 0.043	 0.043	  5868	  7848	  6202	  8655	  8655	   02:42
  94	-0.019	 0.017	 0.027	-0.014	-0.096	 0.032	 0.029	-0.013	 0.166	 0.181	 0.193	 0.182	 0.049	 0.050	 0.048	 0.042	  8091	  5556	  6368	  8448	  8448	   02:40
  95	 0.013	 0.042	-0.069	 0.100	-0.067	-0.026	-0.013	 0.025	 0.188	 0.198	 0.185	 0.175	 0.039	 0.046	 0.045	 0.043	  7185	  5749	 10657	  4952	 10657	   02:54
  96	 0.151	-0.013	 0.079	 0.007	-0.074	 0.036	-0.003	 0.003	 0.164	 0.197	 0.182	 0.189	 0.042	 0.048	 0.046	 0.041	  4495	  8555	  6656	  8768	  8768	   04:22
  97	-0.030	-0.006	-0.032	 0.003	 0.063	 0.077	-0.016	-0.072	 0.186	 0.177	 0.174	 0.180	 0.039	 0.044	 0.042	 0.043	  6671	  6271	  8581	  7097	  8581	   02:35
  98	 0.051	 0.050	-0.008	-0.066	 0.011	-0.019	 0.039	-0.001	 0.183	 0.168	 0.190	 0.183	 0.045	 0.045	 0.044	 0.047	  5818	  6124	  7045	  9388	  9388	   02:50
  99	-0.110	-0.016	 0.015	 0.059	 0.022	-0.040	 0.017	-0.010	 0.169	 0.200	 0.169	 0.182	 0.040	 0.042	 0.046	 0.041	  9185	  4347	  8377	  6683	  9185	   03:04
 100	 0.065	-0.024	 0.044	-0.007	-0.001	-0.049	-0.072	 0.032	 0.169	 0.177	 0.186	 0.197	 0.044	 0.048	 0.052	 0.042	  5205	  7908	  7100	  8292	  8292	   03:12
 101	-0.002	 0.002	-0.049	 0.024	-0.027	-0.007	-0.027	 0.022	 0.187	 0.165	 0.195	 0.169	 0.046	 0.046	 0.051	 0.046	  6195	  6787	  8514	  6848	  8514	   02:27
 102	 0.080	-0.052	-0.015	-0.014	 0.088	 0.012	-0.007	-0.019	 0.190	 0.175	 0.188	 0.188	 0.045	 0.046	 0.047	 0.050	  3754	  8654	  8162	  7759	  8654	   02:45
 103	 0.046	-0.016	-0.058	-0.030	 0.061	-0.006	-0.027	 0.020	 0.172	 0.190	 0.175	 0.181	 0.047	 0.047	 0.041	 0.038	  5509	  6789	  8800	  7419	  8800	   02:40
 104	 0.062	 0.055	-0.016	-0.028	-0.029	 0.051	 0.012	-0.023	 0.193	 0.172	 0.206	 0.194	 0.040	 0.044	 0.044	 0.051	  5792	  6621	  7552	  8415	  8415	   02:39
 105	 0.009	-0.084	 0.036	-0.022	 0.021	 0.019	 0.046	 0.065	 0.188	 0.181	 0.186	 0.176	 0.044	 0.042	 0.040	 0.043	  5137	  8374	  6310	  8755	  8755	   02:40
 106	 0.067	 0.033	 0.069	-0.105	-0.114	 0.002	-0.089	-0.078	 0.174	 0.191	 0.177	 0.156	 0.044	 0.048	 0.042	 0.045	  6256	  6193	  4306	 11603	 11603	   02:56
 107	-0.024	-0.074	-0.003	-0.027	 0.057	-0.097	 0.074	-0.038	 0.172	 0.167	 0.175	 0.195	 0.047	 0.041	 0.044	 0.052	  5232	  7148	  8025	  7981	  8025	   02:43
 108	-0.099	 0.007	-0.010	 0.078	-0.020	-0.039	-0.008	 0.009	 0.190	 0.192	 0.183	 0.179	 0.044	 0.047	 0.040	 0.041	  8834	  4730	  8832	  6215	  8834	   03:40
 109	-0.012	 0.056	 0.045	-0.036	-0.031	-0.048	-0.055	-0.001	 0.189	 0.174	 0.175	 0.166	 0.041	 0.043	 0.050	 0.051	  7456	  5183	  6159	  9591	  9591	   02:38
 110	 0.012	-0.004	 0.055	 0.085	 0.058	 0.034	 0.001	-0.055	 0.178	 0.180	 0.182	 0.194	 0.039	 0.046	 0.042	 0.047	  6494	  7107	  8331	  6607	  8331	   03:40
 111	 0.035	 0.050	 0.006	 0.026	 0.045	-0.038	-0.005	-0.026	 0.183	 0.169	 0.174	 0.200	 0.045	 0.042	 0.046	 0.044	  6271	  6148	  8919	  7099	  8919	   02:45
 112	 0.012	-0.053	-0.063	 0.124	 0.048	-0.046	-0.006	-0.052	 0.169	 0.190	 0.177	 0.152	 0.047	 0.052	 0.043	 0.047	  5555	  7267	 10809	  4676	 10809	   02:33
 113	 0.026	-0.035	 0.021	 0.003	-0.015	 0.049	-0.079	 0.049	 0.184	 0.161	 0.185	 0.186	 0.047	 0.045	 0.050	 0.051	  5409	  8415	  7223	  7414	  8415	   02:31
 114	 0.019	 0.014	 0.030	 0.028	-0.018	-0.017	-0.037	-0.027	 0.197	 0.165	 0.164	 0.207	 0.046	 0.046	 0.046	 0.049	  5837	  7189	  8571	  6754	  8571	   02:33
 115	 0.064	 0.067	 0.024	-0.003	 0.012	-0.037	-0.011	 0.041	 0.179	 0.178	 0.184	 0.183	 0.042	 0.047	 0.039	 0.043	  6383	  6151	  7453	  8557	  8557	   02:43
 116	-0.032	 0.010	 0.027	 0.017	 0.003	 0.010	 0.121	 0.070	 0.180	 0.181	 0.191	 0.164	 0.044	 0.040	 0.049	 0.041	  7698	  5606	  6905	  8444	  8444	   02:37
 117	-0.001	 0.008	-0.008	-0.059	-0.047	-0.034	 0.006	-0.012	 0.181	 0.168	 0.176	 0.180	 0.042	 0.041	 0.052	 0.042	  6325	  6117	  7130	  8843	  8843	   02:33
 118	-0.038	-0.007	-0.007	 0.005	-0.046	 0.054	-0.041	 0.013	 0.192	 0.175	 0.180	 0.196	 0.041	 0.052	 0.039	 0.046	  7210	  6648	  7857	  6792	  7857	   02:25
 119	-0.019	 0.000	 0.134	 0.049	-0.016	 0.062	-0.060	-0.018	 0.184	 0.173	 0.183	 0.178	 0.049	 0.043	 0.047	 0.045	  7441	  7021	  5681	  8529	  8529	   02:41
 120	 0.037	 0.011	-0.071	 0.070	-0.018	 0.013	 0.091	-0.088	 0.183	 0.174	 0.180	 0.169	 0.043	 0.046	 0.047	 0.045	  5295	  6554	 10774	  5911	 10774	   02:42
 121	 0.058	-0.033	 0.054	 0.020	-0.080	 0.025	 0.013	-0.021	 0.191	 0.179	 0.189	 0.178	 0.050	 0.044	 0.046	 0.053	  5125	  8180	  6790	  8263	  8263	   02:42
 122	-0.049	 0.041	-0.066	-0.029	-0.013	 0.014	-0.025	-0.030	 0.174	 0.171	 0.172	 0.192	 0.043	 0.047	 0.045	 0.036	  7912	  4621	  8963	  6950	  8963	   02:36
 123	-0.011	-0.098	 0.005	 0.108	-0.012	-0.005	 0.000	 0.022	 0.168	 0.199	 0.156	 0.170	 0.044	 0.048	 0.048	 0.047	  5982	  7956	  9420	  5140	  9420	   02:46
 124	-0.001	 0.062	 0.014	-0.100	 0.009	-0.062	-0.014	-0.016	 0.184	 0.173	 0.185	 0.188	 0.043	 0.045	 0.043	 0.045	  7130	  4926	  6103	 10314	 10314	   02:39
 125	 0.001	 0.068	 0.043	-0.011	 0.042	-0.016	 0.029	 0.006	 0.156	 0.183	 0.185	 0.183	 0.048	 0.040	 0.049	 0.040	  8237	  4335	  6749	  9103	  9103	   02:49
 126	 0.028	 0.006	 0.002	 0.072	 0.095	-0.043	-0.028	-0.032	 0.189	 0.193	 0.200	 0.179	 0.044	 0.042	 0.035	 0.052	  6187	  6556	  8871	  6968	  8871	   02:33
 127	-0.083	 0.063	 0.036	-0.017	 0.093	-0.023	 0.048	 0.073	 0.183	 0.166	 0.163	 0.175	 0.045	 0.049	 0.044	 0.042	  8884	  4023	  6859	  8763	  8884	   02:46
