 IND	  DX_1	  DX_2	  DX_3	  DX_4	  DY_1	  DY_2	  DY_3	  DY_4	  JEU1	  JEU2	  JEU3	  JEU4	  INT1	  INT2	  INT3	  INT4	    F1	    F2	    F3	    F4	   FIT	    TIME
  27	 0.007	-0.004	-0.002	 0.046	-0.027	 0.017	 0.002	-0.003	 0.098	 0.086	 0.062	 0.085	 0.052	 0.046	 0.039	 0.041	  6130	  6985	  9116	  6131	  9116	   03:58
  28	 0.027	-0.002	-0.026	 0.031	 0.006	-0.039	 0.005	-0.021	 0.068	 0.092	 0.084	 0.075	 0.041	 0.043	 0.046	 0.048	  6239	  6209	  8870	  7035	  8870	   03:36
  29	-0.010	-0.026	-0.021	-0.004	-0.004	-0.012	-0.001	-0.003	 0.092	 0.078	 0.067	 0.100	 0.051	 0.047	 0.052	 0.044	  5842	  6964	  8801	  6589	  8801	   03:20
  30	-0.012	-0.007	-0.007	-0.021	 0.006	-0.020	-0.010	 0.002	 0.096	 0.079	 0.084	 0.102	 0.044	 0.045	 0.044	 0.043	  6285	  6631	  7897	  7634	  7897	   03:18
  31	 0.002	 0.012	 0.026	-0.006	-0.003	-0.008	-0.002	 0.013	 0.091	 0.076	 0.099	 0.091	 0.043	 0.040	 0.038	 0.046	  6685	  6612	  6838	  8419	  8419	   06:13
  32	-0.017	-0.001	 0.009	 0.008	-0.016	 0.005	-0.026	-0.004	 0.060	 0.088	 0.084	 0.093	 0.040	 0.045	 0.050	 0.042	  7860	  5775	  7543	  7320	  7860	   03:52
  33	-0.006	 0.014	-0.005	 0.026	 0.015	-0.006	-0.009	 0.009	 0.085	 0.094	 0.058	 0.080	 0.043	 0.042	 0.044	 0.038	  7001	  5787	  8920	  6789	  8920	   03:36
  34	-0.009	 0.011	-0.011	 0.047	-0.009	-0.020	 0.015	-0.011	 0.085	 0.078	 0.078	 0.089	 0.047	 0.041	 0.047	 0.046	  6767	  6206	  9024	  6352	  9024	   03:40
  35	 0.020	 0.001	 0.031	-0.000	 0.005	-0.010	-0.016	-0.007	 0.081	 0.081	 0.072	 0.078	 0.044	 0.047	 0.048	 0.047	  6202	  6650	  7296	  8140	  8140	   03:32
  36	 0.053	 0.013	-0.008	-0.007	-0.013	 0.011	-0.030	 0.021	 0.066	 0.080	 0.078	 0.082	 0.048	 0.042	 0.045	 0.044	  6088	  6823	  7892	  7614	  7892	   03:42
  37	-0.004	-0.009	 0.013	 0.026	-0.007	-0.016	-0.021	 0.030	 0.070	 0.076	 0.069	 0.068	 0.051	 0.041	 0.045	 0.049	  6862	  6574	  7716	  7317	  7716	   03:18
  38	-0.028	 0.007	-0.005	-0.012	 0.019	 0.015	 0.027	 0.003	 0.077	 0.084	 0.085	 0.088	 0.046	 0.044	 0.048	 0.047	  7424	  5501	  7544	  7797	  7797	   03:24
  39	-0.002	 0.028	-0.012	-0.002	-0.001	 0.007	-0.009	 0.009	 0.079	 0.078	 0.069	 0.096	 0.043	 0.042	 0.046	 0.044	  7056	  5825	  8513	  6995	  8513	   03:36
  40	 0.024	-0.019	-0.009	-0.008	-0.014	-0.002	-0.004	-0.012	 0.069	 0.084	 0.081	 0.084	 0.050	 0.036	 0.053	 0.047	  6006	  6765	  7877	  7612	  7877	   03:36
  41	 0.006	 0.030	 0.011	 0.023	-0.016	-0.003	 0.015	-0.005	 0.087	 0.068	 0.074	 0.084	 0.048	 0.046	 0.040	 0.045	  6613	  6308	  8165	  7258	  8165	   03:34
  42	 0.028	 0.029	-0.006	-0.007	 0.030	-0.017	 0.014	 0.031	 0.079	 0.076	 0.081	 0.087	 0.048	 0.044	 0.041	 0.041	  6310	  6257	  8067	  7886	  8067	   03:36
  43	 0.010	-0.007	 0.031	 0.013	-0.010	-0.016	-0.015	-0.001	 0.088	 0.068	 0.080	 0.063	 0.049	 0.045	 0.050	 0.041	  5913	  7103	  6987	  8324	  8324	   03:46
  44	-0.010	-0.001	 0.017	 0.040	 0.016	-0.020	 0.021	-0.029	 0.097	 0.084	 0.074	 0.078	 0.040	 0.048	 0.045	 0.041	  6350	  6429	  8355	  7272	  8355	   03:54
  45	 0.020	-0.007	-0.008	 0.013	-0.007	-0.003	 0.003	-0.014	 0.065	 0.072	 0.093	 0.079	 0.046	 0.042	 0.044	 0.044	  6296	  6811	  7770	  7542	  7770	   03:26
  46	 0.010	 0.006	 0.044	-0.014	 0.021	 0.011	 0.005	 0.021	 0.079	 0.064	 0.085	 0.082	 0.043	 0.044	 0.040	 0.049	  6463	  6921	  6393	  8684	  8684	   03:52
  47	 0.021	 0.034	-0.013	-0.003	-0.012	-0.001	 0.022	 0.002	 0.071	 0.075	 0.080	 0.081	 0.041	 0.048	 0.042	 0.050	  6756	  5837	  8065	  7653	  8065	   03:44
  48	 0.006	 0.022	-0.004	 0.003	-0.001	-0.005	-0.001	 0.016	 0.078	 0.069	 0.085	 0.074	 0.052	 0.044	 0.041	 0.048	  6687	  6223	  7578	  7823	  7823	   03:46
  49	-0.008	 0.000	-0.002	-0.009	-0.008	-0.005	 0.026	 0.016	 0.074	 0.081	 0.056	 0.078	 0.036	 0.043	 0.046	 0.051	  6820	  5976	  8150	  7447	  8150	   03:48
  50	 0.008	-0.016	-0.004	-0.017	-0.011	-0.028	-0.018	 0.003	 0.093	 0.086	 0.079	 0.095	 0.045	 0.040	 0.042	 0.050	  5893	  6905	  7939	  7662	  7939	   04:02
  51	 0.027	-0.003	 0.027	-0.026	 0.023	 0.039	 0.007	 0.031	 0.069	 0.082	 0.078	 0.072	 0.053	 0.044	 0.043	 0.043	  6420	  6631	  6496	  8759	  8759	   04:24
  52	-0.009	-0.005	-0.031	-0.011	-0.010	 0.013	-0.022	 0.004	 0.081	 0.084	 0.076	 0.072	 0.051	 0.045	 0.041	 0.051	  6648	  6191	  8008	  7400	  8008	   03:56
  53	-0.005	-0.013	 0.001	-0.004	 0.021	 0.017	 0.008	-0.030	 0.081	 0.081	 0.092	 0.076	 0.046	 0.048	 0.045	 0.044	  6407	  6481	  7263	  8129	  8129	   03:54
  54	 0.015	 0.011	 0.026	-0.009	-0.004	 0.009	 0.000	-0.002	 0.072	 0.067	 0.081	 0.076	 0.042	 0.050	 0.043	 0.045	  6552	  6590	  6825	  8365	  8365	   04:16
  55	-0.011	-0.010	 0.011	-0.004	-0.024	 0.015	-0.015	 0.024	 0.088	 0.107	 0.082	 0.068	 0.046	 0.046	 0.054	 0.050	  7152	  5929	  6936	  8192	  8192	   04:31
  56	 0.015	-0.023	-0.006	-0.011	 0.024	 0.018	-0.010	 0.020	 0.083	 0.089	 0.066	 0.090	 0.043	 0.043	 0.045	 0.048	  5962	  6995	  8201	  7208	  8201	   04:06
  57	-0.013	 0.014	-0.017	-0.025	-0.002	 0.025	-0.012	 0.009	 0.083	 0.093	 0.082	 0.074	 0.053	 0.044	 0.055	 0.048	  7168	  5405	  7394	  8137	  8137	   04:00
  58	-0.004	 0.009	-0.019	 0.000	 0.006	 0.010	 0.004	 0.009	 0.084	 0.081	 0.080	 0.091	 0.049	 0.047	 0.042	 0.053	  6697	  6188	  8267	  7060	  8267	   04:00
  59	 0.005	 0.018	-0.025	-0.007	 0.013	 0.006	 0.008	 0.010	 0.095	 0.067	 0.087	 0.070	 0.042	 0.042	 0.040	 0.047	  6073	  6584	  7886	  7901	  7901	   03:42
  60	 0.015	 0.007	-0.011	 0.006	-0.020	 0.051	 0.004	 0.002	 0.071	 0.072	 0.096	 0.071	 0.039	 0.045	 0.046	 0.047	  6734	  6744	  7271	  7703	  7703	   03:26
  61	-0.013	 0.001	-0.004	 0.018	-0.005	 0.002	-0.006	 0.026	 0.080	 0.072	 0.098	 0.069	 0.054	 0.049	 0.049	 0.048	  6915	  6430	  7207	  7673	  7673	   03:46
  62	-0.030	 0.012	 0.012	-0.007	-0.009	 0.010	 0.013	-0.010	 0.075	 0.101	 0.065	 0.092	 0.043	 0.055	 0.044	 0.040	  7961	  4960	  7830	  7540	  7961	   03:46
  63	 0.011	-0.012	 0.009	 0.004	-0.015	 0.006	 0.018	 0.014	 0.083	 0.088	 0.069	 0.083	 0.041	 0.045	 0.044	 0.046	  6317	  6737	  7917	  7461	  7917	   03:46
  64	 0.000	-0.009	-0.002	 0.017	 0.012	 0.006	 0.009	-0.002	 0.073	 0.076	 0.053	 0.078	 0.045	 0.050	 0.043	 0.048	  6395	  6522	  8632	  6710	  8632	   03:46
  65	-0.027	-0.017	-0.018	 0.001	-0.022	-0.040	 0.001	 0.027	 0.085	 0.080	 0.093	 0.084	 0.050	 0.046	 0.044	 0.059	  6815	  6388	  7657	  7448	  7657	   03:24
  66	-0.012	 0.000	-0.002	-0.021	 0.004	-0.001	-0.017	 0.010	 0.078	 0.075	 0.072	 0.077	 0.050	 0.040	 0.043	 0.038	  6766	  6189	  7487	  8009	  8009	   03:28
  67	 0.030	 0.008	-0.010	-0.026	-0.004	 0.013	 0.007	 0.017	 0.083	 0.057	 0.085	 0.066	 0.041	 0.041	 0.044	 0.043	  5551	  7212	  7164	  8486	  8486	   03:26
  68	-0.002	-0.013	-0.022	-0.010	-0.049	-0.023	 0.006	-0.008	 0.068	 0.079	 0.072	 0.084	 0.045	 0.039	 0.042	 0.047	  6693	  6320	  8229	  7222	  8229	   03:20
  69	-0.014	-0.028	-0.033	-0.020	-0.008	-0.019	-0.010	 0.011	 0.076	 0.077	 0.072	 0.066	 0.044	 0.052	 0.045	 0.045	  6262	  6541	  7885	  7626	  7885	   03:26
  70	-0.007	-0.013	 0.011	-0.006	-0.007	-0.017	 0.016	 0.003	 0.072	 0.062	 0.074	 0.092	 0.042	 0.047	 0.044	 0.042	  6445	  6853	  7648	  7524	  7648	   03:28
  71	 0.017	-0.004	 0.030	-0.010	 0.011	-0.026	-0.001	-0.012	 0.071	 0.071	 0.093	 0.077	 0.050	 0.039	 0.040	 0.043	  6257	  6702	  6664	  8850	  8850	   03:32
  72	-0.003	-0.022	-0.031	 0.024	 0.010	-0.029	-0.026	 0.022	 0.077	 0.078	 0.092	 0.084	 0.046	 0.044	 0.048	 0.049	  6334	  6911	  8482	  6722	  8482	   03:38
  73	 0.026	-0.023	-0.021	-0.011	 0.006	 0.002	-0.009	-0.035	 0.070	 0.086	 0.079	 0.094	 0.048	 0.039	 0.038	 0.041	  5809	  6889	  8455	  7281	  8455	   03:28
  74	 0.005	-0.004	 0.004	-0.028	-0.023	-0.012	 0.013	-0.004	 0.083	 0.073	 0.088	 0.066	 0.052	 0.048	 0.049	 0.047	  6137	  6491	  6679	  8844	  8844	   03:50
  75	-0.046	-0.017	 0.040	 0.010	 0.009	 0.016	 0.021	-0.008	 0.098	 0.077	 0.093	 0.071	 0.042	 0.048	 0.044	 0.037	  7107	  6545	  6348	  8507	  8507	   03:44
  76	 0.022	 0.000	 0.002	 0.002	-0.003	 0.032	 0.018	 0.015	 0.066	 0.089	 0.073	 0.065	 0.043	 0.045	 0.047	 0.043	  6693	  6252	  7524	  7906	  7906	   03:34
  77	 0.018	 0.005	-0.019	-0.008	 0.023	-0.009	 0.026	-0.035	 0.087	 0.084	 0.072	 0.092	 0.046	 0.041	 0.041	 0.041	  5794	  6292	  8855	  7449	  8855	   03:36
  78	-0.005	 0.014	-0.021	-0.014	 0.018	-0.018	-0.014	 0.003	 0.078	 0.078	 0.055	 0.084	 0.047	 0.042	 0.040	 0.051	  6666	  5819	  8740	  7159	  8740	   03:36
  79	-0.004	 0.017	-0.013	 0.010	-0.003	 0.000	-0.001	-0.002	 0.083	 0.090	 0.070	 0.080	 0.043	 0.041	 0.053	 0.037	  6940	  5683	  8513	  7242	  8513	   03:18
  80	-0.012	 0.026	-0.003	 0.009	 0.001	-0.009	 0.001	 0.008	 0.089	 0.069	 0.085	 0.081	 0.048	 0.045	 0.050	 0.046	  6845	  6035	  7813	  7575	  7813	   03:36
  81	 0.008	-0.015	 0.023	-0.013	 0.007	 0.004	 0.025	-0.014	 0.083	 0.088	 0.095	 0.106	 0.049	 0.046	 0.046	 0.040	  6351	  6712	  7188	  8060	  8060	   03:24
  82	 0.011	-0.020	-0.002	 0.001	-0.023	-0.000	 0.015	 0.016	 0.085	 0.075	 0.078	 0.074	 0.045	 0.053	 0.051	 0.043	  5854	  7159	  7626	  7598	  7626	   03:58
  83	-0.021	-0.041	-0.004	 0.018	-0.013	 0.007	 0.051	 0.020	 0.093	 0.078	 0.086	 0.056	 0.041	 0.045	 0.050	 0.046	  6140	  7107	  7367	  7780	  7780	   04:04
  84	-0.019	 0.002	-0.004	 0.013	-0.016	-0.003	 0.014	 0.004	 0.084	 0.097	 0.071	 0.090	 0.044	 0.046	 0.045	 0.049	  7273	  5706	  8372	  6962	  8372	   04:06
  85	 0.014	-0.018	 0.014	 0.001	-0.015	-0.030	 0.017	-0.022	 0.094	 0.065	 0.073	 0.065	 0.040	 0.045	 0.044	 0.053	  5203	  7369	  7530	  8192	  8192	   04:00
  86	 0.006	-0.024	 0.015	-0.019	 0.009	 0.001	-0.001	-0.022	 0.081	 0.068	 0.081	 0.089	 0.045	 0.050	 0.046	 0.047	  5767	  7239	  7218	  8015	  8015	   04:04
  87	 0.019	-0.035	-0.014	-0.015	-0.030	-0.021	-0.011	 0.014	 0.092	 0.062	 0.096	 0.074	 0.048	 0.043	 0.039	 0.044	  5025	  8046	  7285	  8093	  8093	   04:24
  88	 0.040	 0.002	 0.006	-0.007	-0.002	 0.007	 0.011	 0.018	 0.084	 0.087	 0.078	 0.099	 0.050	 0.042	 0.043	 0.051	  5824	  6940	  8010	  7492	  8010	   04:04
  89	 0.012	 0.016	-0.005	-0.008	 0.002	-0.009	 0.022	-0.001	 0.086	 0.072	 0.095	 0.092	 0.051	 0.043	 0.050	 0.043	  6237	  6426	  7680	  7907	  7907	   03:54
  90	-0.015	-0.019	-0.024	-0.028	-0.000	-0.014	 0.020	 0.023	 0.059	 0.077	 0.087	 0.085	 0.049	 0.046	 0.049	 0.044	  7007	  6055	  7453	  7804	  7804	   03:54
  91	-0.009	 0.015	 0.002	-0.040	 0.025	 0.029	-0.012	-0.003	 0.096	 0.075	 0.093	 0.086	 0.043	 0.048	 0.043	 0.045	  6595	  6255	  6796	  8679	  8679	   03:48
  92	 0.013	 0.013	-0.002	-0.034	 0.017	-0.015	-0.024	 0.003	 0.094	 0.113	 0.095	 0.083	 0.045	 0.042	 0.047	 0.043	  6740	  5612	  7143	  8940	  8940	   03:48
  93	-0.043	 0.004	-0.013	-0.003	 0.014	-0.004	-0.011	 0.001	 0.073	 0.071	 0.076	 0.089	 0.043	 0.047	 0.045	 0.046	  7575	  5676	  7996	  7135	  7996	   03:38
  94	 0.014	 0.005	-0.020	-0.015	-0.005	 0.026	-0.011	 0.001	 0.060	 0.091	 0.079	 0.090	 0.040	 0.053	 0.040	 0.048	  7108	  5902	  7965	  7329	  7965	   03:34
  95	-0.006	-0.015	 0.024	-0.009	 0.003	-0.008	-0.003	-0.031	 0.090	 0.108	 0.085	 0.061	 0.047	 0.047	 0.037	 0.052	  6697	  5906	  6641	  9010	  9010	   03:36
  96	 0.007	 0.033	 0.010	-0.018	 0.030	-0.003	 0.004	-0.008	 0.076	 0.068	 0.087	 0.080	 0.042	 0.041	 0.039	 0.046	  6810	  5858	  7195	  8623	  8623	   03:40
  97	-0.001	 0.009	 0.001	-0.013	 0.012	-0.002	-0.003	 0.004	 0.082	 0.060	 0.084	 0.088	 0.044	 0.041	 0.039	 0.049	  6365	  6732	  7520	  7843	  7843	   03:50
  98	 0.031	 0.009	 0.004	-0.017	 0.005	-0.002	 0.015	 0.002	 0.080	 0.081	 0.074	 0.081	 0.058	 0.036	 0.042	 0.042	  5924	  6477	  7741	  8180	  8180	   04:10
  99	 0.002	-0.007	-0.007	 0.006	-0.005	-0.020	-0.025	 0.013	 0.077	 0.090	 0.077	 0.093	 0.038	 0.048	 0.048	 0.042	  6758	  6395	  8252	  7102	  8252	   03:44
 100	-0.030	 0.031	 0.034	 0.000	 0.028	-0.022	 0.005	-0.005	 0.078	 0.081	 0.092	 0.071	 0.048	 0.045	 0.049	 0.047	  7838	  4961	  6544	  8927	  8927	   04:10
 101	-0.018	 0.004	 0.033	-0.002	-0.035	-0.026	 0.028	 0.006	 0.071	 0.076	 0.087	 0.079	 0.042	 0.045	 0.045	 0.039	  7550	  5935	  6612	  8448	  8448	   04:08
 102	 0.006	-0.015	-0.015	-0.012	 0.007	-0.021	 0.017	-0.009	 0.087	 0.076	 0.079	 0.084	 0.046	 0.040	 0.036	 0.053	  5750	  6837	  8107	  7665	  8107	   03:56
 103	-0.003	-0.044	-0.026	 0.000	 0.013	-0.006	-0.002	-0.015	 0.071	 0.073	 0.080	 0.083	 0.045	 0.039	 0.053	 0.042	  5831	  7191	  8293	  7032	  8293	   03:52
 104	 0.039	-0.002	-0.006	 0.019	 0.013	-0.018	-0.003	 0.008	 0.075	 0.081	 0.083	 0.073	 0.042	 0.042	 0.042	 0.046	  5815	  6958	  8155	  7565	  8155	   04:02
 105	 0.019	-0.034	 0.010	 0.004	 0.002	 0.017	 0.004	-0.018	 0.092	 0.071	 0.057	 0.091	 0.043	 0.051	 0.049	 0.048	  5054	  7894	  8397	  6853	  8397	   04:08
 106	 0.024	 0.017	-0.002	 0.007	-0.008	 0.003	 0.011	-0.004	 0.094	 0.082	 0.077	 0.083	 0.052	 0.047	 0.045	 0.040	  5947	  6543	  8226	  7540	  8226	   03:58
 107	-0.000	 0.010	-0.008	-0.017	 0.007	-0.008	 0.015	 0.021	 0.092	 0.088	 0.090	 0.103	 0.040	 0.044	 0.047	 0.051	  6627	  6223	  7849	  7684	  7849	   03:38
 108	-0.011	-0.026	 0.025	 0.001	-0.012	-0.020	-0.012	 0.027	 0.079	 0.062	 0.067	 0.092	 0.050	 0.047	 0.044	 0.040	  6265	  7336	  7542	  7364	  7542	   04:02
 109	-0.002	 0.019	 0.013	-0.003	 0.020	 0.009	 0.009	 0.024	 0.080	 0.073	 0.102	 0.080	 0.037	 0.038	 0.048	 0.045	  7051	  6213	  6828	  8451	  8451	   03:56
 110	 0.016	 0.002	-0.009	 0.012	 0.002	-0.001	-0.012	-0.013	 0.079	 0.066	 0.073	 0.079	 0.041	 0.039	 0.047	 0.039	  5962	  6941	  8375	  7186	  8375	   03:58
 111	 0.025	-0.002	 0.009	 0.028	-0.017	 0.014	 0.002	-0.013	 0.090	 0.089	 0.075	 0.070	 0.043	 0.040	 0.047	 0.033	  5990	  6869	  8124	  7537	  8124	   04:04
 112	 0.001	-0.010	-0.006	 0.009	 0.034	 0.004	 0.005	 0.007	 0.084	 0.078	 0.073	 0.063	 0.049	 0.041	 0.044	 0.044	  6124	  6606	  7906	  7720	  7906	   03:42
 113	 0.021	-0.003	-0.030	 0.031	-0.014	 0.003	 0.017	-0.017	 0.075	 0.090	 0.096	 0.070	 0.049	 0.041	 0.048	 0.039	  6307	  6407	  8443	  7229	  8443	   03:32
 114	-0.026	-0.002	 0.039	 0.016	-0.010	 0.010	 0.027	 0.007	 0.088	 0.085	 0.064	 0.110	 0.051	 0.047	 0.048	 0.044	  7245	  6221	  7937	  6909	  7937	   03:28
 115	-0.014	 0.007	-0.007	-0.015	 0.020	 0.018	-0.029	-0.020	 0.086	 0.098	 0.068	 0.086	 0.044	 0.048	 0.041	 0.045	  7094	  5601	  8064	  7599	  8064	   03:20
 116	-0.027	 0.019	-0.020	-0.000	-0.022	 0.005	-0.011	-0.028	 0.078	 0.084	 0.083	 0.080	 0.040	 0.045	 0.041	 0.041	  7576	  5360	  8018	  7487	  8018	   03:34
 117	-0.003	 0.015	 0.019	 0.002	-0.023	 0.004	-0.009	-0.008	 0.106	 0.064	 0.061	 0.089	 0.045	 0.048	 0.044	 0.048	  6009	  6942	  8016	  7305	  8016	   03:28
 118	-0.003	-0.027	 0.015	 0.004	 0.005	-0.005	-0.026	 0.000	 0.071	 0.091	 0.086	 0.061	 0.046	 0.050	 0.046	 0.046	  6733	  6456	  6826	  8301	  8301	   03:28
 119	 0.017	 0.007	-0.008	-0.001	-0.016	 0.036	-0.003	-0.006	 0.069	 0.075	 0.086	 0.065	 0.043	 0.046	 0.043	 0.043	  6614	  6478	  7310	  7966	  7966	   03:24
 120	 0.014	-0.027	-0.052	-0.003	-0.016	 0.001	-0.018	-0.018	 0.102	 0.067	 0.081	 0.076	 0.042	 0.041	 0.045	 0.037	  4835	  7787	  8864	  6903	  8864	   03:33
 121	 0.002	-0.037	-0.007	-0.015	-0.008	-0.020	 0.034	 0.009	 0.079	 0.067	 0.064	 0.080	 0.038	 0.047	 0.045	 0.047	  5536	  7305	  8049	  7501	  8049	   03:22
 122	-0.001	 0.003	-0.027	 0.007	-0.011	 0.014	-0.003	 0.006	 0.074	 0.073	 0.089	 0.076	 0.041	 0.047	 0.049	 0.048	  6725	  6400	  7953	  7217	  7953	   03:58
 123	-0.024	-0.021	-0.002	 0.005	-0.013	-0.005	 0.007	-0.003	 0.087	 0.064	 0.072	 0.075	 0.045	 0.042	 0.051	 0.048	  6268	  6907	  7796	  7332	  7796	   03:46
 124	-0.006	 0.016	-0.001	-0.013	-0.018	-0.009	 0.001	-0.028	 0.070	 0.074	 0.086	 0.085	 0.055	 0.043	 0.050	 0.044	  7018	  5701	  7461	  8006	  8006	   03:42
 125	 0.007	 0.014	-0.015	-0.010	 0.032	 0.005	 0.006	 0.001	 0.077	 0.086	 0.074	 0.068	 0.043	 0.040	 0.043	 0.044	  6639	  5747	  7961	  8073	  8073	   04:06
 126	-0.007	-0.030	-0.035	-0.025	-0.013	-0.005	-0.005	-0.010	 0.104	 0.081	 0.103	 0.096	 0.038	 0.044	 0.045	 0.044	  5632	  7269	  7865	  7635	  7865	   03:44
 127	 0.016	 0.019	 0.015	 0.003	 0.021	 0.004	-0.019	 0.005	 0.082	 0.078	 0.067	 0.082	 0.042	 0.050	 0.047	 0.045	  6492	  6343	  7874	  7619	  7874	   03:48
