 IND	  DX_1	  DX_2	  DX_3	  DX_4	  DY_1	  DY_2	  DY_3	  DY_4	  JEU1	  JEU2	  JEU3	  JEU4	  INT1	  INT2	  INT3	  INT4	    F1	    F2	    F3	    F4	   FIT	    TIME
  11	 0.012	 0.017	-0.009	-0.021	 0.044	 0.000	-0.015	-0.017	 0.078	 0.070	 0.069	 0.079	 0.039	 0.043	 0.045	 0.037	  6269	  6144	  8089	  8035	  8089	   03:07
  12	 0.006	-0.008	 0.015	 0.019	 0.020	-0.005	-0.030	-0.008	 0.064	 0.095	 0.094	 0.088	 0.048	 0.040	 0.053	 0.045	  7137	  6087	  7540	  7610	  7610	   03:08
  13	-0.028	-0.003	-0.030	 0.016	 0.004	-0.011	 0.004	 0.015	 0.088	 0.075	 0.076	 0.084	 0.048	 0.040	 0.039	 0.047	  6770	  6299	  8720	  6654	  8720	   03:05
  14	 0.013	 0.025	-0.016	 0.015	-0.001	-0.010	 0.031	 0.037	 0.080	 0.076	 0.073	 0.088	 0.036	 0.046	 0.043	 0.046	  6636	  6237	  8742	  6941	  8742	   03:08
  15	 0.010	 0.017	 0.009	 0.017	-0.007	-0.021	-0.023	 0.005	 0.085	 0.074	 0.084	 0.086	 0.041	 0.050	 0.041	 0.049	  6546	  6555	  7847	  7440	  7847	   03:00
  16	-0.016	-0.008	-0.004	 0.020	-0.024	 0.006	 0.018	 0.006	 0.074	 0.066	 0.088	 0.065	 0.038	 0.051	 0.047	 0.044	  6935	  6615	  7365	  7489	  7489	   03:48
  17	 0.004	-0.038	-0.007	-0.001	 0.024	-0.025	 0.003	 0.017	 0.065	 0.077	 0.075	 0.083	 0.041	 0.044	 0.045	 0.046	  6099	  7023	  7983	  7365	  7983	   04:02
  18	-0.000	 0.007	-0.020	-0.009	-0.013	 0.010	 0.002	-0.021	 0.078	 0.082	 0.086	 0.090	 0.046	 0.047	 0.036	 0.042	  6747	  6140	  8063	  7480	  8063	   03:02
  19	 0.016	 0.004	-0.008	-0.003	-0.009	 0.023	-0.001	-0.006	 0.087	 0.087	 0.080	 0.085	 0.044	 0.048	 0.044	 0.047	  6280	  6536	  7965	  7491	  7965	   05:08
  20	 0.017	-0.011	-0.001	 0.011	 0.028	 0.001	-0.004	 0.009	 0.083	 0.067	 0.089	 0.105	 0.047	 0.042	 0.044	 0.046	  5795	  7472	  8226	  6953	  8226	   03:09
  21	 0.028	 0.040	-0.003	-0.017	 0.005	-0.016	-0.010	 0.004	 0.058	 0.085	 0.077	 0.075	 0.044	 0.044	 0.049	 0.046	  7160	  5219	  7608	  8334	  8334	   05:26
  22	 0.012	-0.004	-0.019	-0.011	-0.015	-0.048	 0.001	 0.006	 0.082	 0.086	 0.096	 0.074	 0.048	 0.041	 0.042	 0.053	  6182	  6374	  7584	  8237	  8237	   03:44
  23	 0.007	-0.026	-0.035	-0.008	-0.019	 0.002	 0.014	 0.011	 0.097	 0.093	 0.069	 0.073	 0.047	 0.041	 0.047	 0.042	  5595	  6851	  8625	  7273	  8625	   03:06
  24	 0.004	-0.011	 0.004	-0.015	-0.017	-0.022	 0.038	 0.020	 0.073	 0.076	 0.086	 0.069	 0.046	 0.045	 0.046	 0.049	  6446	  6461	  6984	  8465	  8465	   03:01
  25	-0.021	 0.001	-0.006	 0.003	 0.011	 0.027	-0.019	 0.019	 0.071	 0.083	 0.083	 0.080	 0.045	 0.044	 0.051	 0.050	  7494	  5886	  7557	  7370	  7557	   03:09
  26	 0.010	-0.010	 0.011	 0.005	 0.006	-0.000	-0.001	 0.014	 0.092	 0.072	 0.058	 0.076	 0.043	 0.037	 0.046	 0.043	  5734	  7185	  8123	  7418	  8123	   06:23
  27	-0.010	-0.002	-0.010	 0.004	-0.004	-0.013	 0.005	 0.008	 0.101	 0.087	 0.103	 0.080	 0.046	 0.044	 0.046	 0.038	  6451	  6482	  7515	  8010	  8010	   03:18
  28	-0.008	-0.017	 0.024	 0.006	 0.013	 0.019	-0.017	-0.009	 0.093	 0.072	 0.080	 0.068	 0.043	 0.052	 0.038	 0.043	  6156	  7166	  7007	  8077	  8077	   03:15
  29	-0.026	-0.004	 0.013	-0.005	-0.004	 0.014	-0.002	 0.003	 0.086	 0.079	 0.078	 0.093	 0.045	 0.045	 0.045	 0.051	  7085	  6288	  7437	  7496	  7496	   03:06
  30	 0.009	 0.012	-0.015	-0.007	-0.000	-0.001	 0.028	 0.027	 0.062	 0.080	 0.076	 0.064	 0.041	 0.049	 0.054	 0.040	  6951	  5746	  7662	  7968	  7968	   03:06
  31	 0.024	 0.003	 0.001	-0.003	 0.001	 0.035	-0.012	-0.029	 0.079	 0.054	 0.067	 0.081	 0.049	 0.042	 0.038	 0.043	  5596	  7443	  8016	  7368	  8016	   03:01
  32	-0.012	-0.016	-0.000	 0.052	-0.021	-0.019	-0.006	 0.009	 0.084	 0.069	 0.091	 0.070	 0.052	 0.049	 0.041	 0.041	  6507	  7089	  7949	  6895	  7949	   06:11
  33	-0.018	 0.015	 0.044	-0.010	-0.002	-0.003	-0.004	-0.001	 0.081	 0.082	 0.078	 0.099	 0.044	 0.045	 0.041	 0.045	  7483	  5868	  6927	  8187	  8187	   05:33
  34	-0.004	 0.006	 0.018	 0.007	 0.009	 0.016	 0.011	-0.010	 0.070	 0.073	 0.064	 0.092	 0.048	 0.043	 0.040	 0.050	  6935	  6251	  7973	  7162	  7973	   03:07
  35	 0.003	 0.007	 0.010	-0.000	 0.033	 0.030	-0.011	-0.019	 0.087	 0.063	 0.073	 0.079	 0.050	 0.041	 0.047	 0.040	  6105	  6850	  7731	  7734	  7734	   05:26
  36	 0.002	 0.011	 0.007	 0.009	-0.012	-0.007	 0.010	 0.016	 0.081	 0.074	 0.081	 0.060	 0.040	 0.046	 0.039	 0.045	  6704	  6355	  7273	  8173	  8173	   03:03
  37	-0.031	 0.010	 0.023	 0.013	 0.006	-0.005	 0.015	-0.004	 0.088	 0.092	 0.092	 0.085	 0.049	 0.048	 0.048	 0.042	  7575	  5522	  7173	  8005	  8005	   03:12
  38	-0.001	 0.009	-0.027	 0.000	 0.016	-0.014	-0.041	 0.025	 0.082	 0.067	 0.089	 0.071	 0.053	 0.049	 0.043	 0.048	  6458	  6531	  7837	  7541	  7837	   02:57
  39	-0.014	-0.021	 0.019	-0.015	 0.009	-0.004	 0.025	-0.007	 0.080	 0.062	 0.084	 0.089	 0.037	 0.040	 0.044	 0.046	  6300	  7050	  7065	  8102	  8102	   03:05
  40	 0.045	 0.002	 0.000	 0.009	 0.002	-0.010	 0.007	-0.001	 0.077	 0.090	 0.077	 0.071	 0.055	 0.046	 0.042	 0.041	  5755	  6636	  8020	  7856	  8020	   03:11
  41	 0.029	-0.034	 0.005	-0.023	-0.003	-0.027	 0.012	 0.010	 0.079	 0.083	 0.072	 0.092	 0.042	 0.046	 0.047	 0.046	  5367	  7354	  7787	  7848	  7848	   03:03
  42	-0.018	-0.002	 0.013	-0.005	 0.010	 0.005	 0.001	-0.024	 0.083	 0.086	 0.074	 0.073	 0.039	 0.047	 0.043	 0.040	  6927	  5930	  7387	  8162	  8162	   03:01
  43	-0.007	-0.007	-0.013	 0.013	-0.022	-0.031	-0.028	 0.012	 0.076	 0.085	 0.060	 0.095	 0.044	 0.048	 0.050	 0.044	  6781	  6306	  8891	  6408	  8891	   03:05
  44	 0.015	 0.033	-0.005	 0.032	-0.012	 0.024	 0.019	-0.036	 0.072	 0.084	 0.071	 0.086	 0.046	 0.052	 0.044	 0.031	  7008	  5712	  8863	  6806	  8863	   03:09
  45	 0.019	-0.006	 0.030	-0.002	 0.003	 0.004	-0.014	-0.002	 0.067	 0.088	 0.088	 0.059	 0.049	 0.039	 0.046	 0.048	  6682	  6327	  6415	  8903	  8903	   03:04
  46	-0.003	 0.008	 0.007	 0.026	-0.028	 0.009	 0.008	 0.001	 0.085	 0.081	 0.071	 0.077	 0.042	 0.051	 0.047	 0.045	  6832	  6339	  8059	  7074	  8059	   03:05
  47	-0.011	-0.015	-0.011	-0.029	 0.023	 0.018	-0.007	-0.003	 0.091	 0.080	 0.085	 0.097	 0.043	 0.046	 0.050	 0.043	  6271	  6673	  7644	  7727	  7727	   03:01
  48	 0.001	-0.023	 0.005	-0.007	 0.007	 0.006	 0.013	-0.011	 0.086	 0.092	 0.079	 0.067	 0.045	 0.047	 0.044	 0.045	  6178	  6556	  7299	  8253	  8253	   03:05
  49	 0.007	-0.024	 0.027	 0.010	 0.018	-0.007	 0.009	-0.012	 0.089	 0.100	 0.067	 0.078	 0.042	 0.038	 0.042	 0.049	  6158	  6655	  7763	  7872	  7872	   03:08
  50	 0.000	-0.013	-0.017	-0.033	 0.018	-0.012	-0.005	-0.029	 0.098	 0.090	 0.085	 0.083	 0.045	 0.042	 0.052	 0.048	  5843	  6385	  7697	  8303	  8303	   03:10
