 IND	  DX_1	  DX_2	  DX_3	  DX_4	  DY_1	  DY_2	  DY_3	  DY_4	  JEU1	  JEU2	  JEU3	  JEU4	  INT1	  INT2	  INT3	  INT4	    F1	    F2	    F3	    F4	   FIT	    TIME
  11	-0.019	-0.037	-0.013	-0.012	 0.029	-0.004	 0.020	-0.029	 0.077	 0.100	 0.077	 0.080	 0.045	 0.054	 0.048	 0.042	  6523	  6022	  7908	  7740	  7908	   03:26
  12	 0.010	-0.010	-0.000	 0.007	-0.002	 0.002	-0.006	 0.006	 0.066	 0.080	 0.064	 0.081	 0.045	 0.043	 0.042	 0.042	  6555	  6554	  8185	  7136	  8185	   03:48
  13	 0.020	-0.022	 0.008	 0.006	 0.016	 0.009	 0.018	 0.022	 0.076	 0.074	 0.073	 0.084	 0.055	 0.044	 0.049	 0.045	  5763	  7262	  7852	  7345	  7852	   03:46
  14	-0.008	 0.030	-0.007	-0.007	-0.031	-0.022	-0.017	-0.007	 0.068	 0.082	 0.082	 0.069	 0.054	 0.045	 0.051	 0.046	  7516	  5109	  7414	  8137	  8137	   04:02
  15	-0.019	 0.004	 0.009	-0.019	-0.006	 0.008	 0.008	-0.001	 0.062	 0.079	 0.084	 0.067	 0.045	 0.043	 0.046	 0.045	  7579	  5530	  6632	  8596	  8596	   03:28
  16	-0.006	 0.035	-0.001	-0.011	-0.023	 0.016	 0.015	-0.011	 0.084	 0.079	 0.086	 0.074	 0.048	 0.043	 0.046	 0.053	  7181	  5477	  7281	  8265	  8265	   03:44
  17	 0.002	-0.011	 0.018	 0.027	 0.008	-0.002	 0.006	 0.023	 0.079	 0.105	 0.064	 0.090	 0.044	 0.040	 0.044	 0.049	  6969	  6225	  8350	  6929	  8350	   03:44
  18	 0.004	-0.018	 0.007	 0.003	-0.043	 0.010	-0.008	-0.005	 0.063	 0.083	 0.071	 0.072	 0.053	 0.046	 0.036	 0.046	  6903	  6533	  7411	  7528	  7528	   04:02
  19	 0.022	-0.028	 0.019	-0.031	-0.001	-0.021	 0.001	-0.021	 0.057	 0.070	 0.087	 0.074	 0.047	 0.045	 0.040	 0.042	  5991	  6942	  6519	  8915	  8915	   04:12
  20	 0.018	-0.008	 0.009	-0.015	-0.013	-0.000	-0.014	 0.018	 0.083	 0.070	 0.090	 0.078	 0.050	 0.039	 0.047	 0.047	  5931	  7154	  6963	  8302	  8302	   03:56
  21	 0.020	 0.013	-0.024	-0.004	 0.006	-0.008	 0.002	-0.033	 0.073	 0.075	 0.083	 0.091	 0.044	 0.049	 0.046	 0.050	  6207	  6243	  8470	  7275	  8470	   04:00
  22	 0.016	 0.004	 0.018	-0.028	-0.005	 0.024	 0.034	-0.026	 0.069	 0.099	 0.093	 0.061	 0.040	 0.045	 0.045	 0.047	  6911	  5623	  6277	  9522	  9522	   04:03
  23	-0.006	-0.016	-0.020	 0.010	-0.013	-0.001	 0.008	-0.025	 0.060	 0.074	 0.083	 0.081	 0.046	 0.041	 0.046	 0.044	  6793	  6376	  8133	  7065	  8133	   04:02
  24	 0.017	 0.006	 0.003	 0.015	 0.014	 0.007	 0.003	-0.026	 0.086	 0.091	 0.079	 0.082	 0.040	 0.048	 0.033	 0.048	  6340	  6408	  8162	  7532	  8162	   04:14
  25	-0.012	 0.002	 0.011	 0.009	 0.020	 0.037	 0.011	 0.025	 0.079	 0.080	 0.072	 0.078	 0.046	 0.047	 0.045	 0.046	  7067	  6263	  7578	  7410	  7578	   03:56
  26	 0.002	 0.012	-0.023	 0.015	 0.019	-0.003	 0.011	 0.005	 0.084	 0.074	 0.089	 0.076	 0.048	 0.040	 0.048	 0.051	  6411	  6297	  8227	  7329	  8227	   04:02
  27	 0.006	-0.003	-0.025	-0.011	-0.010	 0.033	-0.001	-0.010	 0.100	 0.062	 0.087	 0.079	 0.048	 0.046	 0.047	 0.040	  5523	  7336	  7893	  7551	  7893	   03:56
  28	-0.010	-0.008	 0.024	-0.034	-0.017	-0.007	 0.023	 0.026	 0.084	 0.065	 0.090	 0.079	 0.048	 0.044	 0.049	 0.043	  6506	  6750	  6193	  8921	  8921	   03:44
  29	-0.013	 0.004	-0.023	 0.009	 0.032	-0.015	-0.003	 0.014	 0.069	 0.066	 0.094	 0.096	 0.046	 0.047	 0.050	 0.046	  6895	  6237	  8236	  6974	  8236	   03:32
  30	 0.034	 0.006	-0.012	 0.003	-0.015	 0.055	-0.012	-0.037	 0.104	 0.072	 0.090	 0.077	 0.044	 0.042	 0.043	 0.044	  5231	  7594	  7888	  7741	  7888	   03:32
  31	 0.004	-0.016	-0.006	-0.027	-0.017	 0.029	-0.007	-0.010	 0.080	 0.067	 0.075	 0.069	 0.047	 0.045	 0.043	 0.041	  5962	  7030	  7187	  8166	  8166	   03:36
  32	 0.008	-0.002	 0.010	-0.033	 0.022	-0.003	 0.028	-0.002	 0.073	 0.083	 0.079	 0.083	 0.043	 0.048	 0.039	 0.052	  6482	  6120	  7093	  8584	  8584	   03:40
  33	-0.011	-0.000	-0.003	 0.006	 0.030	-0.001	-0.007	-0.018	 0.076	 0.083	 0.072	 0.088	 0.042	 0.046	 0.044	 0.042	  6860	  6005	  8297	  7238	  8297	   03:42
  34	-0.003	 0.005	-0.004	 0.020	-0.004	-0.009	 0.019	 0.028	 0.081	 0.072	 0.085	 0.091	 0.043	 0.047	 0.038	 0.043	  6737	  6641	  8135	  7044	  8135	   03:26
  35	 0.019	 0.020	 0.006	 0.001	 0.018	-0.002	-0.019	-0.019	 0.093	 0.067	 0.075	 0.092	 0.047	 0.047	 0.043	 0.051	  5887	  6807	  8126	  7427	  8126	   03:40
  36	 0.035	 0.022	-0.000	 0.026	 0.005	 0.019	-0.015	 0.005	 0.093	 0.085	 0.073	 0.097	 0.048	 0.044	 0.048	 0.055	  6021	  6809	  8758	  6610	  8758	   03:46
  37	-0.023	 0.016	 0.006	 0.019	 0.016	 0.003	-0.007	-0.011	 0.091	 0.078	 0.067	 0.090	 0.051	 0.052	 0.047	 0.046	  6976	  5941	  8379	  6872	  8379	   03:16
  38	-0.020	 0.011	-0.016	 0.024	 0.003	 0.018	-0.013	-0.013	 0.077	 0.083	 0.068	 0.092	 0.044	 0.041	 0.043	 0.047	  7328	  5853	  8888	  6330	  8888	   03:24
  39	-0.013	 0.005	-0.010	-0.001	 0.025	-0.008	 0.009	 0.036	 0.079	 0.089	 0.062	 0.089	 0.044	 0.043	 0.048	 0.041	  7029	  5816	  8529	  7089	  8529	   03:26
  40	-0.002	 0.013	 0.003	-0.014	-0.014	 0.039	 0.000	-0.008	 0.085	 0.057	 0.097	 0.076	 0.044	 0.048	 0.042	 0.045	  6506	  6864	  6748	  8259	  8259	   04:24
  41	 0.020	-0.013	 0.013	 0.002	 0.008	-0.012	 0.008	 0.021	 0.095	 0.066	 0.098	 0.076	 0.042	 0.043	 0.045	 0.049	  5454	  7658	  7047	  8287	  8287	   03:18
  42	 0.023	-0.006	 0.003	-0.005	-0.030	-0.011	-0.004	-0.001	 0.075	 0.078	 0.080	 0.087	 0.048	 0.052	 0.045	 0.042	  6135	  6834	  7682	  7625	  7682	   03:32
  43	-0.017	 0.022	 0.008	 0.022	-0.025	-0.004	 0.010	-0.009	 0.078	 0.084	 0.084	 0.083	 0.042	 0.047	 0.047	 0.048	  7614	  5555	  7763	  7388	  7763	   03:42
  44	 0.004	 0.007	-0.025	 0.007	-0.020	 0.005	-0.008	-0.004	 0.094	 0.083	 0.082	 0.077	 0.043	 0.046	 0.043	 0.044	  6281	  6488	  8334	  7292	  8334	   03:40
  45	 0.028	 0.000	-0.013	-0.003	-0.007	 0.011	-0.022	-0.015	 0.103	 0.090	 0.090	 0.062	 0.044	 0.044	 0.046	 0.050	  5543	  6892	  7545	  8273	  8273	   03:44
  46	-0.012	-0.027	-0.018	-0.013	-0.008	-0.027	-0.010	-0.022	 0.071	 0.092	 0.082	 0.078	 0.053	 0.044	 0.041	 0.042	  6648	  6073	  7808	  7795	  7808	   03:34
  47	-0.001	 0.016	-0.003	 0.005	 0.010	 0.030	 0.063	-0.044	 0.080	 0.081	 0.087	 0.068	 0.048	 0.042	 0.039	 0.046	  6646	  5730	  7750	  8303	  8303	   03:42
  48	-0.011	 0.015	 0.027	-0.020	-0.002	 0.009	-0.001	-0.005	 0.084	 0.079	 0.070	 0.099	 0.047	 0.046	 0.039	 0.044	  7054	  6034	  7368	  7952	  7952	   03:44
  49	 0.018	-0.007	 0.000	 0.001	-0.004	-0.000	 0.007	-0.010	 0.081	 0.087	 0.076	 0.087	 0.045	 0.041	 0.034	 0.047	  6169	  6691	  8102	  7516	  8102	   04:00
  50	-0.014	 0.014	-0.001	-0.003	 0.039	 0.017	 0.024	-0.008	 0.063	 0.070	 0.071	 0.076	 0.050	 0.046	 0.043	 0.048	  7169	  5554	  7783	  7726	  7783	   04:00
  51	-0.007	-0.014	-0.003	 0.016	-0.001	 0.007	-0.025	 0.000	 0.076	 0.101	 0.089	 0.070	 0.051	 0.043	 0.048	 0.042	  7077	  6031	  7552	  7676	  7676	   04:02
  52	-0.008	-0.040	 0.004	 0.021	 0.008	 0.015	 0.009	-0.006	 0.070	 0.092	 0.085	 0.063	 0.039	 0.040	 0.045	 0.055	  6676	  6703	  7361	  7663	  7663	   04:04
  53	-0.018	 0.007	 0.010	 0.014	 0.004	 0.034	 0.001	-0.004	 0.081	 0.085	 0.084	 0.085	 0.045	 0.047	 0.050	 0.050	  7331	  6004	  7524	  7379	  7524	   04:02
  54	 0.010	 0.037	 0.015	 0.010	-0.029	-0.006	 0.013	-0.030	 0.084	 0.080	 0.069	 0.074	 0.046	 0.042	 0.047	 0.039	  6791	  5672	  7978	  7971	  7978	   04:04
  55	 0.023	-0.001	 0.016	-0.002	-0.021	 0.019	 0.006	-0.007	 0.075	 0.082	 0.061	 0.079	 0.045	 0.049	 0.045	 0.043	  6265	  6627	  7789	  7612	  7789	   04:02
  56	 0.006	 0.013	-0.004	 0.019	 0.028	-0.041	-0.001	-0.007	 0.064	 0.084	 0.079	 0.066	 0.049	 0.047	 0.047	 0.047	  6906	  5573	  8034	  7794	  8034	   04:12
  57	-0.003	-0.006	-0.004	 0.007	-0.014	 0.011	-0.010	 0.002	 0.070	 0.082	 0.078	 0.091	 0.044	 0.045	 0.039	 0.042	  7008	  6424	  8014	  7063	  8014	   04:10
  58	 0.026	-0.009	 0.006	-0.008	 0.010	 0.019	 0.013	-0.004	 0.067	 0.065	 0.078	 0.078	 0.045	 0.045	 0.044	 0.047	  5911	  7100	  7430	  7862	  7862	   03:59
  59	-0.031	 0.022	-0.017	-0.006	 0.026	 0.007	-0.015	-0.001	 0.076	 0.073	 0.081	 0.070	 0.048	 0.051	 0.051	 0.053	  7445	  5286	  7625	  7761	  7761	   03:58
  60	 0.007	 0.006	-0.014	 0.004	-0.033	-0.005	-0.033	-0.018	 0.077	 0.084	 0.083	 0.077	 0.048	 0.049	 0.045	 0.041	  6695	  6228	  7907	  7469	  7907	   03:54
  61	-0.008	 0.001	 0.028	-0.009	-0.023	 0.013	 0.018	 0.021	 0.071	 0.090	 0.071	 0.087	 0.044	 0.043	 0.054	 0.049	  7452	  5849	  7087	  7905	  7905	   04:44
  62	 0.017	 0.021	 0.002	 0.013	-0.016	-0.004	-0.015	 0.004	 0.090	 0.087	 0.095	 0.058	 0.042	 0.050	 0.044	 0.039	  6550	  6227	  7203	  8440	  8440	   03:44
  63	 0.002	-0.008	-0.018	 0.017	 0.047	-0.006	-0.002	 0.020	 0.099	 0.084	 0.075	 0.084	 0.044	 0.045	 0.046	 0.039	  5933	  6829	  8767	  6945	  8767	   03:44
  64	-0.018	-0.002	-0.011	-0.019	-0.010	-0.001	 0.017	 0.005	 0.091	 0.086	 0.081	 0.082	 0.056	 0.054	 0.043	 0.049	  6669	  6000	  7557	  7856	  7856	   03:42
  65	-0.003	-0.006	-0.022	 0.002	-0.006	 0.008	-0.043	 0.003	 0.081	 0.081	 0.086	 0.091	 0.049	 0.047	 0.049	 0.043	  6620	  6608	  8153	  6946	  8153	   03:38
  66	 0.015	-0.017	 0.016	-0.002	 0.035	 0.019	-0.029	-0.020	 0.084	 0.077	 0.103	 0.087	 0.040	 0.040	 0.042	 0.038	  6010	  7302	  7106	  8235	  8235	   03:38
  67	 0.006	 0.017	 0.010	-0.024	 0.012	-0.019	 0.015	 0.001	 0.085	 0.087	 0.094	 0.072	 0.042	 0.050	 0.044	 0.054	  6694	  5816	  6694	  9014	  9014	   03:34
  68	-0.016	-0.024	-0.005	-0.023	 0.003	 0.014	 0.005	 0.003	 0.070	 0.087	 0.070	 0.080	 0.045	 0.042	 0.050	 0.046	  6863	  6154	  7509	  7778	  7778	   03:24
  69	-0.015	-0.014	 0.014	-0.020	-0.005	 0.007	 0.039	 0.016	 0.083	 0.083	 0.081	 0.076	 0.047	 0.046	 0.044	 0.051	  6744	  6295	  6844	  8388	  8388	   03:32
  70	 0.007	-0.000	 0.026	 0.020	-0.002	 0.001	-0.001	 0.027	 0.089	 0.083	 0.085	 0.092	 0.038	 0.045	 0.044	 0.044	  6606	  6891	  7556	  7505	  7556	   03:34
  71	-0.027	 0.017	 0.008	-0.006	 0.008	-0.008	 0.029	-0.001	 0.072	 0.078	 0.081	 0.071	 0.047	 0.050	 0.044	 0.045	  7561	  5265	  7149	  8288	  8288	   06:01
  72	-0.009	 0.002	 0.004	 0.007	-0.012	 0.005	 0.005	 0.017	 0.078	 0.089	 0.081	 0.077	 0.045	 0.040	 0.042	 0.050	  7194	  6021	  7541	  7688	  7688	   03:36
  73	 0.005	 0.004	-0.004	 0.001	-0.000	-0.029	 0.024	 0.014	 0.089	 0.078	 0.096	 0.098	 0.050	 0.047	 0.044	 0.049	  6282	  6562	  7846	  7595	  7846	   03:26
  74	 0.026	-0.024	 0.004	-0.004	-0.011	 0.000	-0.016	 0.029	 0.091	 0.086	 0.080	 0.066	 0.053	 0.042	 0.041	 0.045	  5545	  7393	  7323	  8120	  8120	   04:40
  75	 0.019	 0.008	 0.014	 0.002	 0.003	-0.007	-0.028	-0.009	 0.098	 0.065	 0.077	 0.087	 0.039	 0.052	 0.047	 0.041	  5652	  7296	  7784	  7632	  7784	   04:44
  76	 0.004	-0.013	 0.037	 0.035	 0.005	 0.014	 0.004	-0.008	 0.082	 0.076	 0.087	 0.098	 0.041	 0.050	 0.044	 0.047	  6491	  7234	  7574	  7100	  7574	   03:40
  77	-0.007	-0.009	-0.003	-0.015	 0.007	-0.005	 0.021	 0.015	 0.077	 0.091	 0.072	 0.087	 0.044	 0.045	 0.042	 0.045	  6798	  6052	  7837	  7689	  7837	   03:34
  78	-0.012	 0.013	 0.023	 0.032	 0.002	-0.009	-0.016	-0.015	 0.082	 0.082	 0.078	 0.093	 0.051	 0.043	 0.045	 0.052	  7155	  6069	  8013	  7052	  8013	   03:28
  79	 0.029	-0.019	 0.029	 0.025	-0.021	 0.042	-0.028	-0.003	 0.083	 0.094	 0.073	 0.060	 0.040	 0.049	 0.052	 0.043	  6094	  7235	  7206	  7797	  7797	   03:48
  80	 0.013	-0.008	 0.017	 0.014	-0.009	-0.011	-0.001	 0.005	 0.083	 0.068	 0.070	 0.081	 0.045	 0.055	 0.040	 0.046	  5939	  7189	  7815	  7354	  7815	   03:30
  81	-0.006	 0.009	-0.005	-0.001	 0.015	-0.028	 0.023	 0.008	 0.074	 0.087	 0.085	 0.074	 0.040	 0.044	 0.044	 0.050	  7023	  5646	  7641	  8074	  8074	   03:44
  82	-0.013	-0.007	-0.036	-0.017	 0.001	 0.007	-0.006	 0.011	 0.091	 0.108	 0.088	 0.073	 0.045	 0.051	 0.040	 0.043	  6888	  5720	  7866	  7852	  7866	   03:56
  83	-0.019	 0.003	-0.022	 0.016	-0.009	-0.017	-0.017	-0.000	 0.074	 0.075	 0.087	 0.079	 0.047	 0.047	 0.048	 0.045	  7094	  6022	  8123	  7082	  8123	   04:08
  84	-0.035	 0.002	 0.006	-0.017	-0.004	 0.025	-0.004	 0.000	 0.092	 0.090	 0.075	 0.072	 0.050	 0.049	 0.043	 0.046	  7289	  5660	  7092	  8192	  8192	   04:05
  85	-0.049	 0.020	 0.031	 0.001	-0.002	-0.002	 0.002	 0.024	 0.092	 0.056	 0.088	 0.077	 0.042	 0.052	 0.050	 0.048	  7553	  6079	  6477	  8217	  8217	   04:06
  86	 0.005	-0.005	 0.030	 0.003	 0.004	-0.006	 0.026	 0.013	 0.080	 0.072	 0.061	 0.092	 0.044	 0.044	 0.048	 0.037	  6296	  6796	  7861	  7521	  7861	   04:17
  87	-0.040	 0.011	 0.012	 0.028	-0.026	-0.011	-0.023	 0.030	 0.066	 0.079	 0.088	 0.076	 0.045	 0.037	 0.044	 0.043	  8440	  5550	  7252	  7457	  8440	   06:31
  88	-0.001	-0.005	-0.022	 0.033	 0.020	 0.022	-0.023	 0.018	 0.078	 0.083	 0.088	 0.079	 0.043	 0.039	 0.045	 0.042	  6784	  6627	  8444	  6677	  8444	   06:21
  89	-0.005	-0.007	 0.000	 0.012	-0.022	-0.017	 0.003	 0.004	 0.083	 0.099	 0.084	 0.080	 0.038	 0.045	 0.046	 0.047	  6962	  6098	  7805	  7590	  7805	   03:34
  90	-0.020	 0.024	-0.029	-0.024	 0.021	 0.014	 0.016	 0.024	 0.081	 0.090	 0.089	 0.088	 0.041	 0.046	 0.049	 0.039	  7499	  5191	  7843	  7845	  7845	   03:32
  91	 0.014	 0.018	 0.037	-0.031	-0.001	 0.012	-0.024	-0.017	 0.064	 0.071	 0.068	 0.064	 0.049	 0.043	 0.049	 0.042	  6822	  5957	  6359	  9162	  9162	   03:38
  92	 0.001	 0.015	-0.034	 0.019	 0.027	-0.010	 0.005	-0.019	 0.075	 0.069	 0.094	 0.071	 0.046	 0.041	 0.053	 0.043	  6482	  6042	  8398	  7366	  8398	   03:36
  93	 0.005	 0.006	 0.001	-0.013	-0.012	 0.005	-0.018	 0.001	 0.075	 0.086	 0.075	 0.078	 0.046	 0.038	 0.051	 0.045	  6804	  6029	  7533	  7962	  7962	   03:26
  94	 0.000	 0.012	-0.033	-0.001	-0.016	 0.008	 0.018	 0.014	 0.075	 0.089	 0.078	 0.093	 0.043	 0.039	 0.042	 0.058	  7032	  5803	  8665	  6821	  8665	   03:34
  95	 0.001	 0.004	-0.002	 0.022	 0.018	 0.003	-0.020	 0.006	 0.092	 0.081	 0.066	 0.051	 0.044	 0.040	 0.050	 0.041	  6291	  6451	  8007	  7709	  8007	   03:26
  96	 0.011	-0.012	-0.013	-0.016	 0.033	 0.006	-0.036	-0.016	 0.069	 0.088	 0.081	 0.084	 0.038	 0.042	 0.038	 0.045	  6549	  6364	  7907	  7763	  7907	   03:50
  97	 0.012	-0.017	 0.014	-0.006	 0.009	-0.014	 0.038	-0.031	 0.085	 0.072	 0.080	 0.068	 0.041	 0.041	 0.055	 0.052	  5532	  6874	  7313	  8481	  8481	   03:52
  98	 0.009	 0.020	-0.019	 0.005	 0.014	-0.025	 0.009	 0.015	 0.079	 0.089	 0.093	 0.074	 0.045	 0.043	 0.050	 0.041	  6789	  5757	  7942	  7952	  7952	   03:54
  99	-0.016	-0.010	-0.015	-0.004	-0.007	-0.019	 0.002	-0.013	 0.070	 0.071	 0.075	 0.073	 0.040	 0.046	 0.049	 0.047	  6705	  6186	  7881	  7548	  7881	   04:00
 100	 0.009	-0.011	-0.016	 0.023	 0.014	-0.028	 0.014	-0.012	 0.089	 0.062	 0.083	 0.079	 0.049	 0.050	 0.050	 0.044	  5419	  7230	  8502	  7049	  8502	   04:10
 101	-0.004	-0.001	 0.029	 0.011	 0.022	 0.005	 0.027	-0.015	 0.077	 0.083	 0.086	 0.090	 0.039	 0.036	 0.039	 0.040	  6922	  6295	  7423	  7982	  7982	   04:20
 102	 0.004	-0.004	 0.008	 0.030	 0.012	-0.002	-0.038	 0.018	 0.078	 0.086	 0.077	 0.076	 0.050	 0.041	 0.049	 0.048	  6760	  6554	  7977	  7120	  7977	   03:48
 103	-0.002	-0.005	 0.014	-0.002	-0.037	-0.022	-0.004	 0.007	 0.084	 0.092	 0.096	 0.095	 0.042	 0.052	 0.045	 0.040	  6977	  6357	  7179	  7909	  7909	   04:12
 104	-0.014	 0.015	-0.012	-0.009	 0.006	-0.016	-0.012	 0.011	 0.077	 0.098	 0.049	 0.081	 0.040	 0.039	 0.050	 0.045	  7317	  5194	  8696	  7225	  8696	   04:06
 105	 0.001	 0.027	 0.004	-0.011	-0.005	 0.027	-0.012	 0.016	 0.069	 0.076	 0.086	 0.100	 0.051	 0.044	 0.044	 0.046	  7434	  5875	  7486	  7521	  7521	   03:36
 106	-0.005	 0.001	-0.031	-0.033	 0.007	 0.011	 0.006	 0.019	 0.080	 0.093	 0.081	 0.085	 0.041	 0.050	 0.043	 0.038	  6842	  5834	  7879	  7835	  7879	   04:00
 107	 0.004	 0.014	 0.020	-0.000	-0.028	-0.005	-0.005	-0.020	 0.072	 0.085	 0.090	 0.070	 0.052	 0.047	 0.043	 0.041	  7143	  5808	  6812	  8530	  8530	   03:44
 108	 0.003	-0.015	-0.010	 0.027	-0.011	 0.022	 0.013	 0.007	 0.098	 0.073	 0.073	 0.072	 0.047	 0.041	 0.055	 0.047	  5710	  7287	  8379	  6857	  8379	   04:05
 109	-0.011	 0.025	-0.001	-0.012	 0.026	 0.031	-0.025	 0.004	 0.087	 0.081	 0.097	 0.071	 0.039	 0.045	 0.044	 0.044	  7212	  5772	  6942	  8510	  8510	   03:46
 110	 0.001	-0.012	-0.016	 0.017	-0.019	-0.004	 0.015	 0.004	 0.071	 0.089	 0.071	 0.073	 0.054	 0.045	 0.041	 0.047	  6689	  6200	  8369	  7020	  8369	   03:50
 111	 0.011	-0.001	 0.020	 0.022	 0.002	 0.023	 0.014	-0.002	 0.097	 0.077	 0.091	 0.101	 0.042	 0.042	 0.042	 0.050	  6135	  7280	  7809	  7218	  7809	   03:42
 112	-0.030	 0.026	 0.006	 0.022	-0.016	 0.005	 0.010	 0.017	 0.085	 0.075	 0.071	 0.093	 0.050	 0.044	 0.040	 0.046	  7644	  5713	  8237	  6800	  8237	   03:36
 113	 0.017	 0.010	-0.017	 0.012	-0.022	 0.003	-0.000	-0.014	 0.089	 0.085	 0.080	 0.077	 0.040	 0.035	 0.048	 0.045	  6198	  6462	  8429	  7382	  8429	   03:26
 114	-0.004	-0.013	-0.030	 0.014	-0.013	-0.023	 0.013	 0.003	 0.085	 0.088	 0.079	 0.068	 0.045	 0.047	 0.042	 0.045	  6315	  6353	  8463	  7237	  8463	   03:28
 115	-0.010	 0.007	 0.017	-0.011	-0.003	 0.018	-0.015	-0.010	 0.087	 0.092	 0.074	 0.079	 0.045	 0.043	 0.048	 0.044	  7013	  5891	  7282	  8181	  8181	   03:30
 116	 0.008	 0.032	 0.019	 0.008	 0.005	 0.011	-0.006	 0.000	 0.084	 0.093	 0.083	 0.061	 0.049	 0.049	 0.047	 0.047	  7118	  5479	  7050	  8537	  8537	   03:36
 117	-0.004	-0.017	-0.017	 0.020	 0.009	 0.023	 0.001	 0.001	 0.082	 0.060	 0.067	 0.070	 0.039	 0.051	 0.043	 0.046	  5945	  7329	  8392	  6684	  8392	   03:28
 118	 0.020	-0.025	 0.004	-0.021	 0.002	-0.017	 0.005	 0.002	 0.065	 0.082	 0.084	 0.085	 0.044	 0.044	 0.049	 0.048	  6110	  6780	  7275	  8135	  8135	   03:20
 119	-0.009	 0.007	 0.048	 0.008	-0.011	-0.000	-0.020	-0.017	 0.088	 0.078	 0.077	 0.069	 0.043	 0.047	 0.047	 0.042	  6866	  6361	  6652	  8536	  8536	   03:38
 120	 0.009	-0.020	-0.007	 0.038	-0.009	-0.014	 0.014	 0.017	 0.067	 0.076	 0.074	 0.068	 0.045	 0.044	 0.051	 0.047	  6355	  6865	  8303	  6835	  8303	   03:56
 121	-0.029	 0.031	 0.022	 0.040	 0.005	 0.021	-0.026	-0.024	 0.070	 0.080	 0.055	 0.078	 0.040	 0.046	 0.042	 0.045	  8100	  5305	  8341	  6719	  8341	   04:09
 122	 0.010	-0.008	-0.025	 0.031	-0.024	-0.010	-0.032	 0.006	 0.073	 0.085	 0.084	 0.081	 0.041	 0.050	 0.047	 0.047	  6616	  6668	  8551	  6523	  8551	   03:40
 123	 0.015	-0.010	-0.012	 0.002	 0.013	-0.026	-0.030	 0.011	 0.083	 0.088	 0.080	 0.084	 0.042	 0.043	 0.045	 0.045	  6157	  6735	  8202	  7439	  8202	   03:46
 124	-0.007	-0.006	-0.004	-0.004	-0.015	-0.008	-0.020	 0.022	 0.085	 0.067	 0.087	 0.074	 0.052	 0.049	 0.048	 0.046	  6357	  6820	  7277	  7817	  7817	   05:53
 125	 0.037	-0.006	-0.009	 0.011	-0.005	 0.021	 0.015	-0.023	 0.072	 0.091	 0.078	 0.073	 0.036	 0.048	 0.046	 0.046	  6001	  6658	  8168	  7551	  8168	   04:55
 126	-0.015	-0.005	 0.027	 0.001	-0.029	-0.003	-0.003	-0.003	 0.075	 0.082	 0.089	 0.075	 0.047	 0.049	 0.041	 0.044	  7307	  6191	  6601	  8284	  8284	   06:05
 127	 0.006	-0.004	-0.003	-0.012	 0.029	 0.009	 0.009	-0.008	 0.081	 0.059	 0.076	 0.085	 0.044	 0.045	 0.049	 0.044	  5840	  6993	  7814	  7651	  7814	   03:30
