 IND	    DX_1	    DX_2	    DX_3	    DX_4	    DY_1	    DY_2	    DY_3	    DY_4	    JEU1	    JEU2	    JEU3	    JEU4	    INT1	    INT2	    INT3	    INT4	      F1	      F2	      F3	      F4	     FIT	      TIME
  14	   0.015	  -0.015	  -0.071	   0.016	  -0.037	  -0.030	   0.037	   0.096	   0.135	   0.133	   0.126	   0.132	   0.038	   0.044	   0.047	   0.045	    5912	    7069	    9538	    6261	    9538	     03:10
  15	  -0.016	   0.003	  -0.004	  -0.028	   0.017	  -0.006	  -0.035	  -0.018	   0.129	   0.135	   0.127	   0.125	   0.046	   0.046	   0.039	   0.046	    6967	    5756	    7367	    8327	    8327	     02:55
  16	  -0.005	   0.064	   0.002	  -0.025	   0.033	   0.024	  -0.002	  -0.038	   0.124	   0.123	   0.124	   0.136	   0.046	   0.044	   0.042	   0.042	    7559	    4723	    7702	    8429	    8429	     02:59
  17	   0.006	   0.002	  -0.007	  -0.011	  -0.065	   0.003	  -0.029	  -0.003	   0.118	   0.124	   0.134	   0.117	   0.046	   0.044	   0.046	   0.049	    6855	    6352	    7147	    8024	    8024	     02:57
  18	   0.008	   0.044	   0.093	  -0.020	  -0.019	  -0.003	  -0.017	  -0.007	   0.136	   0.125	   0.128	   0.149	   0.039	   0.044	   0.035	   0.043	    7371	    6002	    5912	    9315	    9315	     02:59
  19	  -0.054	   0.001	  -0.022	   0.011	   0.000	  -0.053	  -0.035	  -0.046	   0.124	   0.134	   0.123	   0.119	   0.045	   0.051	   0.051	   0.050	    7621	    4996	    8296	    7291	    8296	     03:03
  20	  -0.022	   0.011	   0.031	  -0.038	   0.014	  -0.008	  -0.020	  -0.016	   0.120	   0.124	   0.131	   0.126	   0.044	   0.045	   0.052	   0.049	    7334	    5521	    6296	    9138	    9138	     03:53
  21	  -0.025	   0.042	   0.004	   0.005	   0.060	  -0.071	  -0.023	  -0.036	   0.129	   0.130	   0.141	   0.135	   0.047	   0.056	   0.044	   0.050	    7528	    4793	    7883	    8136	    8136	     02:55
  22	  -0.030	   0.033	   0.002	   0.044	   0.040	   0.012	  -0.045	  -0.001	   0.147	   0.135	   0.123	   0.121	   0.042	   0.043	   0.050	   0.053	    7525	    5505	    8422	    6965	    8422	     03:05
  23	  -0.024	   0.004	   0.070	  -0.034	  -0.036	   0.018	   0.018	  -0.041	   0.125	   0.126	   0.124	   0.134	   0.049	   0.045	   0.045	   0.044	    7460	    5856	    5728	    9321	    9321	     03:07
  24	  -0.016	   0.018	  -0.011	  -0.018	   0.016	  -0.043	   0.012	   0.003	   0.129	   0.134	   0.119	   0.143	   0.044	   0.048	   0.040	   0.038	    7067	    5477	    8278	    7679	    8278	     02:53
  25	  -0.050	   0.057	   0.012	   0.035	   0.006	   0.041	   0.025	   0.028	   0.139	   0.123	   0.139	   0.116	   0.047	   0.043	   0.037	   0.041	    8532	    4918	    7348	    7736	    8532	     02:59
  26	   0.038	   0.006	   0.026	  -0.057	   0.024	  -0.000	   0.022	  -0.005	   0.113	   0.129	   0.125	   0.154	   0.042	   0.041	   0.049	   0.047	    6178	    6391	    6949	    8844	    8844	     03:03
  27	   0.016	   0.000	   0.006	  -0.008	  -0.026	   0.025	  -0.046	   0.010	   0.126	   0.125	   0.136	   0.120	   0.036	   0.044	   0.043	   0.049	    6496	    6858	    7034	    8112	    8112	     02:53
  28	  -0.054	  -0.021	   0.029	  -0.057	   0.026	   0.001	   0.013	   0.082	   0.130	   0.130	   0.123	   0.126	   0.044	   0.043	   0.039	   0.048	    7589	    5971	    5868	    9155	    9155	     03:01
  29	   0.030	   0.059	   0.057	   0.007	  -0.014	   0.003	   0.080	  -0.012	   0.137	   0.129	   0.121	   0.116	   0.037	   0.039	   0.043	   0.037	    6791	    5549	    7194	    9145	    9145	     03:11
  30	   0.019	  -0.005	  -0.041	  -0.009	  -0.003	   0.048	  -0.039	  -0.008	   0.131	   0.118	   0.139	   0.128	   0.050	   0.039	   0.042	   0.043	    5833	    7207	    8168	    7250	    8168	     03:05
  31	   0.023	   0.050	   0.010	   0.014	   0.064	  -0.001	  -0.001	  -0.016	   0.126	   0.137	   0.125	   0.132	   0.045	   0.044	   0.051	   0.043	    6995	    5240	    8282	    7874	    8282	     02:59
  32	   0.030	  -0.040	   0.017	  -0.019	   0.044	  -0.012	  -0.019	  -0.046	   0.143	   0.120	   0.125	   0.145	   0.043	   0.042	   0.044	   0.052	    4723	    7967	    7748	    7947	    7967	     02:59
  33	  -0.069	   0.006	   0.021	   0.008	   0.068	   0.039	  -0.034	  -0.039	   0.135	   0.134	   0.139	   0.135	   0.042	   0.046	   0.039	   0.045	    8122	    5239	    7314	    7934	    8122	     03:09
  34	  -0.005	  -0.037	  -0.008	   0.049	   0.042	   0.006	   0.012	   0.015	   0.136	   0.137	   0.115	   0.116	   0.037	   0.044	   0.045	   0.047	    6038	    7126	    8791	    6529	    8791	     02:53
  35	  -0.001	   0.041	   0.025	   0.017	   0.008	  -0.003	  -0.027	   0.014	   0.142	   0.112	   0.126	   0.129	   0.048	   0.045	   0.047	   0.042	    6811	    6234	    7593	    7783	    7783	     03:01
  36	   0.027	   0.012	  -0.015	   0.001	  -0.003	  -0.026	   0.020	  -0.027	   0.104	   0.134	   0.154	   0.133	   0.045	   0.050	   0.042	   0.042	    6791	    5879	    7682	    8013	    8013	     02:55
  37	   0.027	  -0.024	   0.002	  -0.043	   0.003	  -0.037	   0.009	  -0.013	   0.146	   0.125	   0.123	   0.151	   0.046	   0.047	   0.044	   0.041	    4935	    7438	    7841	    8171	    8171	     03:01
  38	  -0.077	  -0.046	  -0.022	   0.037	   0.006	  -0.009	   0.054	  -0.032	   0.123	   0.128	   0.125	   0.130	   0.043	   0.044	   0.042	   0.044	    7482	    5989	    8692	    6341	    8692	     02:57
  39	  -0.037	  -0.010	  -0.067	  -0.054	  -0.047	  -0.001	  -0.000	   0.016	   0.131	   0.127	   0.126	   0.119	   0.049	   0.036	   0.041	   0.044	    6881	    5749	    7974	    7828	    7974	     02:52
  40	  -0.028	  -0.006	  -0.026	   0.049	   0.016	  -0.019	  -0.027	   0.077	   0.124	   0.125	   0.127	   0.147	   0.051	   0.038	   0.042	   0.047	    7266	    6460	    9062	    5959	    9062	     02:59
  41	  -0.053	   0.026	   0.056	  -0.007	  -0.010	   0.010	   0.024	   0.010	   0.119	   0.134	   0.133	   0.128	   0.047	   0.051	   0.048	   0.048	    8767	    4680	    5947	    8864	    8864	     03:07
  42	   0.016	   0.050	   0.025	   0.085	  -0.019	  -0.008	  -0.025	  -0.004	   0.128	   0.129	   0.124	   0.142	   0.045	   0.045	   0.039	   0.053	    7356	    6011	    8990	    6076	    8990	     02:59
  43	   0.019	  -0.006	  -0.036	  -0.008	  -0.019	   0.027	  -0.070	   0.023	   0.147	   0.126	   0.131	   0.119	   0.044	   0.044	   0.038	   0.042	    5759	    7392	    8075	    7330	    8075	     02:59
  44	   0.034	   0.040	  -0.037	   0.018	  -0.018	  -0.014	  -0.047	  -0.006	   0.124	   0.131	   0.145	   0.114	   0.035	   0.037	   0.044	   0.046	    6679	    5989	    8356	    7560	    8356	     02:59
  45	  -0.038	  -0.007	  -0.025	   0.018	  -0.005	   0.022	  -0.009	  -0.051	   0.134	   0.125	   0.141	   0.132	   0.045	   0.048	   0.054	   0.039	    6975	    6126	    8227	    7019	    8227	     03:04
  46	  -0.008	   0.009	   0.049	  -0.023	   0.000	  -0.019	   0.040	   0.004	   0.129	   0.118	   0.131	   0.114	   0.043	   0.040	   0.047	   0.053	    6791	    6134	    5964	    9480	    9480	     02:55
  47	  -0.012	  -0.011	  -0.047	   0.068	  -0.019	   0.101	   0.005	   0.010	   0.109	   0.124	   0.126	   0.130	   0.041	   0.043	   0.051	   0.047	    7365	    6981	    9413	    4858	    9413	     05:01
  48	  -0.003	   0.010	  -0.018	   0.029	   0.012	  -0.048	   0.004	  -0.068	   0.119	   0.129	   0.131	   0.126	   0.046	   0.039	   0.041	   0.042	    6716	    5674	    8801	    7277	    8801	     05:45
  49	   0.043	  -0.014	  -0.005	   0.023	   0.026	  -0.014	  -0.006	  -0.007	   0.142	   0.138	   0.114	   0.125	   0.038	   0.042	   0.040	   0.049	    5197	    7367	    8806	    7117	    8806	     05:54
  50	  -0.008	   0.035	  -0.016	   0.020	  -0.016	   0.012	   0.020	   0.021	   0.110	   0.140	   0.131	   0.119	   0.041	   0.049	   0.048	   0.046	    8031	    4911	    8024	    7399	    8031	     06:32
  51	   0.015	  -0.011	   0.036	   0.046	  -0.009	  -0.022	   0.018	  -0.007	   0.126	   0.149	   0.139	   0.128	   0.051	   0.041	   0.044	   0.042	    6696	    6447	    7587	    7708	    7708	     05:03
  52	  -0.025	  -0.040	  -0.030	  -0.050	  -0.038	  -0.002	  -0.056	  -0.024	   0.121	   0.123	   0.132	   0.147	   0.042	   0.043	   0.037	   0.049	    6538	    6846	    7561	    7562	    7562	     05:01
  53	  -0.029	  -0.029	  -0.009	  -0.010	  -0.008	   0.059	   0.048	   0.051	   0.137	   0.136	   0.129	   0.131	   0.049	   0.039	   0.047	   0.044	    6890	    6607	    7464	    7498	    7498	     04:23
  54	  -0.028	  -0.023	   0.066	  -0.021	   0.045	   0.056	   0.003	  -0.046	   0.127	   0.129	   0.131	   0.120	   0.047	   0.049	   0.049	   0.043	    6881	    6421	    5684	    9375	    9375	     04:39
  55	   0.017	   0.002	  -0.059	   0.027	  -0.038	   0.010	   0.031	   0.048	   0.130	   0.126	   0.125	   0.139	   0.049	   0.034	   0.048	   0.038	    6176	    6756	    9735	    5906	    9735	     04:13
  56	  -0.067	  -0.044	  -0.011	  -0.005	  -0.004	  -0.038	   0.008	   0.073	   0.135	   0.136	   0.133	   0.147	   0.047	   0.035	   0.048	   0.048	    7445	    6310	    7640	    7324	    7640	     03:43
  57	   0.022	  -0.046	   0.040	   0.047	  -0.007	  -0.050	   0.000	   0.008	   0.133	   0.134	   0.138	   0.147	   0.043	   0.042	   0.049	   0.049	    5531	    7813	    7882	    7251	    7882	     03:55
  58	  -0.037	  -0.047	   0.011	   0.031	   0.021	  -0.025	  -0.020	  -0.020	   0.134	   0.123	   0.122	   0.132	   0.043	   0.046	   0.040	   0.050	    6378	    7091	    8135	    6862	    8135	     03:47
  59	   0.067	  -0.030	  -0.001	  -0.017	   0.063	  -0.041	   0.011	  -0.010	   0.125	   0.127	   0.109	   0.131	   0.049	   0.049	   0.048	   0.046	    4404	    7612	    8435	    7845	    8435	     03:47
  60	  -0.023	   0.010	   0.017	   0.014	  -0.001	  -0.006	   0.035	  -0.049	   0.132	   0.124	   0.137	   0.140	   0.037	   0.048	   0.041	   0.053	    7075	    5962	    7649	    7693	    7693	     03:49
  61	   0.020	   0.009	  -0.002	   0.034	  -0.034	   0.042	   0.048	  -0.018	   0.138	   0.137	   0.113	   0.123	   0.045	   0.042	   0.042	   0.044	    6269	    6474	    8802	    6934	    8802	     04:23
  62	   0.047	  -0.014	  -0.051	  -0.036	  -0.019	  -0.031	  -0.030	  -0.041	   0.135	   0.134	   0.115	   0.134	   0.050	   0.055	   0.046	   0.043	    4789	    7006	    8966	    7407	    8966	     04:12
  63	  -0.060	   0.086	  -0.007	  -0.033	  -0.054	  -0.000	   0.035	   0.015	   0.147	   0.137	   0.115	   0.141	   0.050	   0.041	   0.046	   0.045	    8943	    3435	    7932	    8073	    8943	     04:19
  64	  -0.007	  -0.008	   0.000	   0.003	  -0.002	   0.016	   0.076	  -0.054	   0.136	   0.137	   0.135	   0.146	   0.047	   0.042	   0.048	   0.034	    6385	    6179	    8297	    7647	    8297	     03:47
  65	   0.004	  -0.006	   0.048	   0.010	   0.069	   0.051	   0.040	  -0.020	   0.138	   0.150	   0.136	   0.130	   0.031	   0.048	   0.038	   0.043	    6695	    6300	    6925	    8650	    8650	     03:59
  66	   0.022	  -0.042	   0.018	  -0.032	  -0.006	   0.012	  -0.025	  -0.014	   0.143	   0.143	   0.127	   0.122	   0.043	   0.044	   0.035	   0.039	    5412	    7479	    6858	    8801	    8801	     03:57
  67	   0.029	   0.004	   0.005	   0.054	  -0.032	  -0.014	  -0.003	   0.029	   0.150	   0.135	   0.121	   0.122	   0.052	   0.039	   0.049	   0.045	    5777	    7121	    8693	    6816	    8693	     03:53
  68	  -0.032	   0.008	   0.021	   0.032	   0.019	   0.081	  -0.021	   0.084	   0.118	   0.124	   0.129	   0.132	   0.047	   0.053	   0.044	   0.046	    8155	    6274	    7270	    6884	    8155	     04:04
  69	   0.023	  -0.039	  -0.021	  -0.069	  -0.055	  -0.050	   0.037	  -0.071	   0.120	   0.146	   0.137	   0.136	   0.041	   0.039	   0.049	   0.045	    5595	    6397	    7430	    9046	    9046	     04:05
  70	   0.016	   0.034	  -0.022	  -0.008	  -0.040	  -0.015	   0.028	   0.025	   0.131	   0.122	   0.138	   0.147	   0.042	   0.041	   0.049	   0.039	    6692	    6100	    8289	    7453	    8289	     03:37
  71	  -0.015	   0.004	   0.045	  -0.028	  -0.041	  -0.082	   0.019	   0.016	   0.120	   0.123	   0.120	   0.143	   0.043	   0.041	   0.044	   0.050	    7170	    5945	    6736	    8743	    8743	     03:33
  72	   0.003	  -0.023	   0.017	  -0.011	  -0.009	   0.012	  -0.019	  -0.005	   0.127	   0.120	   0.132	   0.133	   0.043	   0.053	   0.041	   0.046	    6132	    7175	    7099	    7970	    7970	     03:45
  73	  -0.047	   0.024	  -0.007	   0.062	   0.037	  -0.019	   0.019	   0.005	   0.136	   0.110	   0.135	   0.128	   0.042	   0.035	   0.049	   0.044	    7445	    5802	    8709	    6595	    8709	     03:33
  74	  -0.007	  -0.036	  -0.010	  -0.056	  -0.024	  -0.004	  -0.011	   0.031	   0.130	   0.136	   0.128	   0.139	   0.044	   0.052	   0.045	   0.045	    6272	    6762	    6980	    8298	    8298	     03:33
  75	   0.056	   0.028	   0.038	   0.021	   0.005	   0.005	  -0.004	   0.007	   0.129	   0.140	   0.116	   0.136	   0.042	   0.050	   0.047	   0.046	    6162	    6574	    7901	    7689	    7901	     03:47
  76	  -0.030	  -0.041	   0.008	  -0.007	   0.003	  -0.054	   0.006	  -0.014	   0.147	   0.122	   0.133	   0.117	   0.047	   0.046	   0.038	   0.045	    5874	    6997	    7201	    8375	    8375	     03:47
  77	  -0.021	  -0.036	  -0.006	  -0.021	   0.011	   0.051	   0.011	  -0.020	   0.142	   0.119	   0.139	   0.138	   0.047	   0.049	   0.046	   0.046	    5944	    7319	    7304	    7765	    7765	     03:35
  78	  -0.020	  -0.005	  -0.031	  -0.088	   0.013	  -0.024	   0.022	  -0.026	   0.143	   0.125	   0.137	   0.131	   0.044	   0.045	   0.037	   0.045	    6169	    5967	    6940	    9355	    9355	     04:17
  79	  -0.028	  -0.004	   0.001	   0.049	  -0.013	   0.016	  -0.017	  -0.014	   0.135	   0.138	   0.133	   0.125	   0.052	   0.050	   0.041	   0.042	    7248	    6151	    8181	    6804	    8181	     04:50
  80	  -0.029	  -0.038	   0.030	   0.057	   0.065	   0.015	  -0.015	  -0.022	   0.134	   0.126	   0.148	   0.127	   0.047	   0.042	   0.051	   0.051	    6519	    7077	    7580	    7236	    7580	     03:37
  81	  -0.048	   0.016	  -0.014	   0.001	  -0.081	  -0.005	  -0.003	  -0.041	   0.135	   0.135	   0.117	   0.134	   0.044	   0.040	   0.050	   0.043	    7876	    5166	    8294	    7148	    8294	     03:41
  82	  -0.006	   0.019	  -0.016	   0.045	  -0.010	  -0.114	   0.040	  -0.021	   0.130	   0.140	   0.128	   0.104	   0.044	   0.042	   0.048	   0.046	    6637	    5507	    8878	    7585	    8878	     03:39
  83	   0.030	   0.035	  -0.049	   0.026	   0.005	  -0.019	  -0.099	   0.046	   0.125	   0.120	   0.141	   0.127	   0.042	   0.044	   0.050	   0.048	    6641	    6572	    8827	    6603	    8827	     03:41
  84	   0.026	  -0.034	   0.001	   0.046	  -0.013	   0.020	  -0.025	  -0.066	   0.148	   0.125	   0.133	   0.140	   0.046	   0.048	   0.042	   0.045	    4979	    8190	    8758	    6476	    8758	     03:51
  85	   0.105	  -0.041	  -0.017	  -0.063	   0.015	  -0.029	  -0.015	  -0.020	   0.115	   0.140	   0.127	   0.109	   0.043	   0.048	   0.047	   0.043	    3903	    7875	    7167	    9376	    9376	     03:55
  86	   0.001	   0.013	  -0.026	  -0.021	  -0.011	   0.020	  -0.024	  -0.000	   0.133	   0.153	   0.142	   0.138	   0.044	   0.043	   0.048	   0.041	    7086	    5602	    7835	    7897	    7897	     03:33
  87	  -0.023	  -0.060	   0.032	  -0.042	   0.035	   0.015	   0.009	   0.053	   0.124	   0.131	   0.134	   0.131	   0.045	   0.046	   0.039	   0.042	    6498	    7170	    5984	    8914	    8914	     03:41
  88	  -0.008	  -0.039	  -0.007	   0.001	   0.044	   0.009	   0.015	   0.016	   0.162	   0.125	   0.108	   0.116	   0.049	   0.041	   0.045	   0.046	    5131	    7554	    8218	    7426	    8218	     03:37
  89	  -0.016	   0.001	  -0.028	  -0.006	   0.042	  -0.013	   0.010	   0.048	   0.145	   0.127	   0.148	   0.120	   0.042	   0.048	   0.058	   0.049	    6451	    6354	    7527	    7984	    7984	     03:33
  90	  -0.063	  -0.064	  -0.022	  -0.021	   0.029	  -0.035	   0.004	   0.063	   0.108	   0.125	   0.151	   0.129	   0.042	   0.036	   0.044	   0.044	    7385	    6479	    6920	    8040	    8040	     03:43
  91	  -0.022	   0.015	  -0.023	  -0.002	   0.036	   0.048	   0.012	   0.035	   0.150	   0.117	   0.119	   0.133	   0.040	   0.041	   0.048	   0.044	    6618	    6421	    8370	    7037	    8370	     03:29
  92	  -0.021	  -0.024	  -0.031	   0.003	   0.032	   0.017	  -0.047	  -0.045	   0.134	   0.130	   0.119	   0.118	   0.050	   0.043	   0.049	   0.041	    6318	    6460	    8482	    7110	    8482	     03:33
  93	  -0.011	  -0.001	  -0.018	  -0.018	  -0.005	   0.016	   0.044	   0.019	   0.118	   0.128	   0.118	   0.124	   0.044	   0.050	   0.044	   0.046	    6901	    5880	    7842	    7681	    7842	     03:25
  94	   0.022	   0.025	   0.033	  -0.053	   0.012	   0.077	   0.013	  -0.027	   0.129	   0.129	   0.125	   0.140	   0.050	   0.045	   0.044	   0.045	    6545	    6274	    6439	    9126	    9126	     03:44
  95	   0.038	   0.022	  -0.007	   0.043	  -0.090	  -0.063	  -0.006	   0.008	   0.141	   0.137	   0.139	   0.140	   0.041	   0.051	   0.043	   0.045	    6275	    6713	    8702	    6862	    8702	     03:58
  96	   0.029	   0.037	   0.078	  -0.030	   0.042	   0.006	   0.003	   0.001	   0.116	   0.130	   0.129	   0.130	   0.043	   0.043	   0.054	   0.044	    7045	    5672	    5766	    9880	    9880	     04:01
  97	  -0.023	  -0.001	   0.040	  -0.028	   0.002	   0.009	  -0.021	  -0.026	   0.119	   0.141	   0.133	   0.134	   0.051	   0.044	   0.051	   0.043	    7532	    5480	    6332	    8932	    8932	     03:49
  98	   0.032	   0.035	  -0.037	   0.026	   0.038	   0.025	  -0.030	  -0.023	   0.117	   0.132	   0.138	   0.131	   0.050	   0.036	   0.048	   0.050	    6699	    5849	    8942	    6878	    8942	     04:20
  99	   0.039	   0.020	  -0.005	   0.028	   0.025	   0.050	  -0.018	   0.001	   0.132	   0.148	   0.120	   0.124	   0.036	   0.044	   0.045	   0.044	    6420	    6392	    8565	    7113	    8565	     03:49
 100	   0.010	   0.018	  -0.053	  -0.057	   0.020	   0.008	   0.027	   0.008	   0.129	   0.131	   0.142	   0.127	   0.044	   0.049	   0.047	   0.054	    6343	    5738	    7644	    8449	    8449	     04:01
 101	  -0.013	  -0.053	  -0.024	   0.004	   0.018	   0.001	   0.050	  -0.011	   0.120	   0.125	   0.117	   0.139	   0.057	   0.040	   0.042	   0.049	    5844	    7026	    8705	    6692	    8705	     03:37
 102	  -0.019	   0.020	  -0.011	  -0.003	   0.050	   0.018	   0.014	  -0.003	   0.128	   0.130	   0.145	   0.121	   0.046	   0.043	   0.045	   0.047	    7258	    5422	    7428	    8266	    8266	     03:35
 103	   0.020	   0.009	   0.023	  -0.014	  -0.021	   0.013	  -0.047	  -0.033	   0.138	   0.117	   0.142	   0.131	   0.044	   0.045	   0.037	   0.037	    6044	    7077	    6896	    8542	    8542	     03:57
 104	  -0.018	   0.017	  -0.009	  -0.000	   0.059	   0.075	   0.031	   0.018	   0.147	   0.143	   0.135	   0.122	   0.046	   0.040	   0.040	   0.051	    7043	    5773	    7636	    7947	    7947	     03:35
 105	  -0.015	  -0.079	  -0.096	   0.020	   0.041	   0.058	  -0.026	  -0.012	   0.121	   0.132	   0.124	   0.119	   0.049	   0.048	   0.051	   0.040	    5525	    7652	    9781	    5354	    9781	     03:37
 106	  -0.017	   0.026	   0.012	   0.012	   0.009	   0.006	  -0.000	  -0.000	   0.131	   0.135	   0.125	   0.140	   0.050	   0.050	   0.041	   0.050	    7435	    5521	    7896	    7428	    7896	     03:41
 107	  -0.008	  -0.035	  -0.004	  -0.001	  -0.014	   0.078	  -0.033	  -0.031	   0.134	   0.119	   0.125	   0.136	   0.042	   0.042	   0.040	   0.046	    6055	    7768	    7835	    6979	    7835	     03:45
 108	   0.007	   0.005	  -0.038	  -0.002	  -0.019	  -0.007	  -0.075	  -0.009	   0.134	   0.115	   0.133	   0.137	   0.040	   0.044	   0.041	   0.045	    6191	    7005	    8520	    6848	    8520	     03:41
 109	   0.021	   0.025	  -0.028	   0.116	  -0.016	   0.037	  -0.029	   0.036	   0.117	   0.123	   0.113	   0.126	   0.043	   0.045	   0.042	   0.040	    7030	    6845	   10308	    4459	   10308	     04:05
 110	   0.013	   0.012	   0.024	  -0.004	   0.032	  -0.022	  -0.017	  -0.066	   0.138	   0.127	   0.120	   0.143	   0.045	   0.044	   0.044	   0.044	    6079	    6365	    7979	    7978	    7979	     03:29
 111	  -0.043	  -0.052	  -0.009	  -0.001	   0.046	   0.011	   0.008	   0.066	   0.123	   0.103	   0.141	   0.145	   0.056	   0.048	   0.044	   0.054	    6455	    7430	    7394	    7078	    7430	     04:05
 112	   0.035	  -0.058	  -0.045	   0.009	  -0.072	   0.048	  -0.014	  -0.039	   0.136	   0.138	   0.118	   0.132	   0.046	   0.046	   0.056	   0.042	    4918	    8085	    9086	    6197	    9086	     03:47
 113	  -0.045	   0.021	  -0.049	  -0.018	  -0.056	  -0.019	  -0.008	  -0.016	   0.131	   0.131	   0.147	   0.143	   0.048	   0.043	   0.044	   0.054	    7790	    5078	    8151	    7276	    8151	     03:45
 114	   0.036	  -0.042	  -0.046	  -0.062	  -0.032	  -0.013	  -0.027	   0.000	   0.141	   0.135	   0.129	   0.128	   0.045	   0.045	   0.047	   0.039	    4682	    7601	    7831	    8282	    8282	     03:59
 115	  -0.010	   0.055	  -0.008	   0.041	   0.009	  -0.022	  -0.030	   0.032	   0.131	   0.116	   0.145	   0.141	   0.039	   0.044	   0.045	   0.044	    7609	    5662	    8408	    6912	    8408	     04:05
 116	   0.037	  -0.014	   0.015	   0.011	   0.012	  -0.042	  -0.007	   0.094	   0.123	   0.125	   0.125	   0.140	   0.049	   0.040	   0.041	   0.048	    5791	    7535	    7832	    7622	    7832	     03:41
 117	  -0.013	  -0.039	  -0.034	   0.019	  -0.025	  -0.046	   0.060	   0.040	   0.138	   0.124	   0.110	   0.134	   0.043	   0.046	   0.053	   0.047	    5719	    7013	    9372	    6305	    9372	     04:03
 118	   0.036	  -0.004	   0.053	   0.013	   0.019	   0.016	   0.088	   0.023	   0.126	   0.143	   0.123	   0.147	   0.049	   0.050	   0.035	   0.046	    6225	    6715	    7520	    7961	    7961	     03:47
 119	  -0.004	  -0.003	   0.050	  -0.017	   0.039	  -0.016	  -0.028	  -0.005	   0.137	   0.136	   0.119	   0.127	   0.045	   0.049	   0.045	   0.048	    6582	    6283	    6704	    8805	    8805	     03:45
 120	  -0.046	  -0.010	   0.007	  -0.023	  -0.020	   0.056	  -0.057	  -0.019	   0.131	   0.124	   0.138	   0.137	   0.047	   0.044	   0.053	   0.050	    7417	    6297	    6797	    7847	    7847	     03:39
 121	   0.011	  -0.033	   0.026	   0.055	  -0.002	   0.046	   0.042	  -0.098	   0.130	   0.126	   0.121	   0.137	   0.041	   0.048	   0.049	   0.045	    5668	    7586	    8508	    6776	    8508	     03:49
 122	  -0.064	   0.013	   0.032	   0.034	  -0.022	  -0.002	  -0.001	  -0.006	   0.119	   0.108	   0.126	   0.135	   0.048	   0.043	   0.044	   0.045	    8339	    5608	    7387	    7187	    8339	     04:30
