 IND	  DX_1	  DX_2	  DX_3	  DX_4	  DY_1	  DY_2	  DY_3	  DY_4	  JEU1	  JEU2	  JEU3	  JEU4	  INT1	  INT2	  INT3	  INT4	    F1	    F2	    F3	    F4	   FIT	    TIME
  14	 0.007	 0.001	-0.000	 0.016	 0.009	-0.013	-0.010	 0.000	 0.076	 0.095	 0.072	 0.084	 0.039	 0.048	 0.041	 0.035	  6829	  6108	  8368	  7262	  8368	   04:41
  15	 0.024	-0.034	-0.009	-0.014	 0.036	-0.011	-0.004	-0.023	 0.060	 0.090	 0.074	 0.091	 0.045	 0.052	 0.046	 0.046	  5944	  6667	  8159	  7481	  8159	   04:09
  16	-0.012	 0.020	 0.002	-0.016	 0.000	-0.007	 0.010	-0.025	 0.077	 0.086	 0.092	 0.073	 0.046	 0.050	 0.043	 0.042	  7275	  5300	  7030	  8675	  8675	   04:05
  17	-0.011	-0.021	-0.028	-0.005	 0.047	-0.020	-0.017	-0.009	 0.100	 0.064	 0.082	 0.091	 0.040	 0.041	 0.041	 0.045	  5544	  7303	  8584	  7117	  8584	   04:07
  18	 0.001	-0.024	 0.017	 0.001	 0.035	 0.002	-0.005	 0.039	 0.085	 0.082	 0.080	 0.088	 0.045	 0.046	 0.042	 0.055	  6244	  7100	  7437	  7612	  7612	   04:31
  19	 0.018	-0.020	-0.016	-0.006	 0.020	 0.013	-0.019	 0.018	 0.076	 0.071	 0.094	 0.077	 0.042	 0.049	 0.043	 0.041	  5880	  7329	  7509	  7710	  7710	   04:05
  20	-0.004	 0.001	 0.005	-0.012	 0.015	 0.000	 0.011	 0.004	 0.080	 0.086	 0.067	 0.105	 0.052	 0.045	 0.037	 0.048	  6732	  6139	  8212	  7221	  8212	   03:53
  21	 0.015	 0.010	 0.028	-0.040	-0.008	 0.001	-0.002	-0.030	 0.066	 0.086	 0.062	 0.083	 0.041	 0.038	 0.060	 0.038	  6738	  5691	  7089	  8795	  8795	   04:45
  22	 0.017	 0.025	 0.031	 0.012	 0.010	-0.000	 0.001	-0.002	 0.076	 0.083	 0.078	 0.084	 0.041	 0.043	 0.044	 0.045	  6915	  6061	  7478	  7995	  7995	   04:03
  23	 0.016	-0.016	 0.026	 0.004	-0.020	 0.001	-0.006	-0.000	 0.100	 0.105	 0.071	 0.069	 0.045	 0.047	 0.048	 0.045	  6006	  6708	  7346	  8203	  8203	   04:31
  24	-0.022	-0.008	-0.042	-0.014	-0.001	-0.022	-0.014	-0.020	 0.061	 0.057	 0.081	 0.099	 0.048	 0.050	 0.039	 0.047	  6774	  6306	  8554	  6680	  8554	   04:35
  25	 0.015	 0.007	 0.036	 0.011	-0.021	 0.020	 0.018	-0.036	 0.079	 0.087	 0.075	 0.073	 0.038	 0.048	 0.043	 0.043	  6669	  6342	  7190	  8258	  8258	   04:45
  26	 0.003	-0.003	 0.004	 0.015	-0.012	-0.009	 0.015	-0.003	 0.083	 0.082	 0.077	 0.076	 0.046	 0.049	 0.046	 0.049	  6420	  6445	  7883	  7483	  7883	   05:52
  27	-0.018	 0.006	 0.038	 0.005	 0.009	-0.003	-0.028	-0.010	 0.072	 0.071	 0.064	 0.069	 0.049	 0.043	 0.045	 0.043	  7204	  6042	  7071	  8099	  8099	   04:51
  28	-0.017	 0.025	-0.001	-0.018	 0.014	-0.005	 0.012	-0.011	 0.079	 0.077	 0.082	 0.099	 0.046	 0.040	 0.041	 0.047	  7262	  5523	  7810	  7822	  7822	   04:16
  29	 0.020	 0.028	-0.026	 0.003	-0.017	-0.012	 0.005	-0.003	 0.068	 0.060	 0.065	 0.073	 0.043	 0.049	 0.048	 0.037	  6288	  6190	  8690	  7178	  8690	   04:05
  30	-0.015	-0.011	-0.033	 0.014	 0.009	 0.022	 0.021	 0.005	 0.066	 0.075	 0.102	 0.072	 0.047	 0.053	 0.042	 0.051	  7046	  6274	  7655	  7228	  7655	   03:57
  31	 0.025	-0.003	 0.010	 0.004	 0.010	 0.003	-0.007	 0.027	 0.071	 0.086	 0.081	 0.076	 0.044	 0.049	 0.039	 0.042	  6484	  6670	  7445	  7893	  7893	   04:28
  32	-0.024	-0.013	 0.020	-0.010	-0.003	 0.006	-0.006	 0.015	 0.079	 0.092	 0.096	 0.090	 0.042	 0.045	 0.051	 0.041	  7438	  6098	  6718	  8215	  8215	   04:12
  33	-0.004	 0.003	-0.009	-0.012	 0.005	 0.006	-0.035	 0.005	 0.081	 0.098	 0.068	 0.080	 0.042	 0.040	 0.038	 0.045	  7047	  5854	  8009	  7612	  8009	   04:07
  34	-0.032	 0.015	 0.008	-0.022	 0.020	-0.004	 0.003	-0.004	 0.088	 0.077	 0.081	 0.081	 0.048	 0.046	 0.041	 0.054	  7204	  5578	  7111	  8339	  8339	   05:00
  35	 0.029	 0.050	 0.023	-0.005	 0.010	 0.017	 0.023	 0.002	 0.078	 0.085	 0.090	 0.076	 0.053	 0.045	 0.045	 0.045	  6969	  5508	  6975	  8754	  8754	   04:21
  36	 0.027	-0.029	-0.002	-0.029	-0.010	 0.035	-0.015	-0.001	 0.070	 0.091	 0.070	 0.086	 0.051	 0.044	 0.047	 0.046	  5959	  6977	  7546	  7758	  7758	   03:29
  37	 0.002	 0.008	-0.005	-0.024	 0.013	 0.005	 0.007	 0.009	 0.089	 0.087	 0.078	 0.081	 0.045	 0.045	 0.043	 0.046	  6501	  6112	  7566	  8185	  8185	   03:48
  38	-0.009	-0.004	-0.012	 0.007	 0.006	 0.004	-0.004	 0.000	 0.064	 0.071	 0.082	 0.074	 0.044	 0.047	 0.047	 0.048	  6953	  6232	  7732	  7381	  7732	   03:51
  39	-0.007	 0.031	-0.008	 0.022	 0.024	-0.001	-0.029	 0.017	 0.093	 0.079	 0.071	 0.065	 0.047	 0.042	 0.045	 0.050	  6910	  5882	  8242	  7357	  8242	   04:09
  40	-0.026	-0.006	 0.006	 0.044	 0.028	-0.011	 0.006	 0.002	 0.081	 0.066	 0.080	 0.081	 0.041	 0.035	 0.046	 0.044	  6841	  6632	  8304	  6829	  8304	   03:47
  41	-0.003	 0.023	 0.000	 0.003	-0.044	 0.009	-0.001	-0.008	 0.074	 0.089	 0.071	 0.085	 0.047	 0.047	 0.048	 0.042	  7462	  5521	  7988	  7342	  7988	   04:16
  42	 0.005	 0.002	-0.014	 0.004	-0.016	-0.000	 0.014	 0.005	 0.077	 0.076	 0.089	 0.075	 0.048	 0.043	 0.044	 0.050	  6535	  6413	  7712	  7631	  7712	   04:36
  43	 0.019	 0.024	-0.011	-0.011	-0.003	 0.013	-0.027	 0.031	 0.073	 0.076	 0.060	 0.078	 0.041	 0.046	 0.046	 0.047	  6689	  6198	  8151	  7342	  8151	   03:41
  44	 0.023	 0.033	-0.002	 0.027	 0.017	 0.001	 0.005	-0.022	 0.082	 0.080	 0.084	 0.084	 0.043	 0.039	 0.049	 0.043	  6498	  6079	  8473	  7359	  8473	   03:53
  45	 0.008	-0.026	 0.021	-0.029	-0.013	-0.005	 0.005	-0.013	 0.082	 0.089	 0.076	 0.092	 0.043	 0.047	 0.049	 0.045	  6113	  6775	  7128	  8262	  8262	   04:26
  46	 0.007	-0.014	 0.008	 0.005	-0.011	 0.008	 0.039	 0.009	 0.092	 0.090	 0.093	 0.089	 0.045	 0.044	 0.045	 0.044	  6258	  6816	  7544	  7801	  7801	   05:05
  47	-0.003	 0.037	-0.012	 0.004	-0.030	 0.014	 0.012	-0.028	 0.085	 0.085	 0.099	 0.086	 0.047	 0.051	 0.040	 0.041	  7303	  5504	  7746	  7774	  7774	   04:48
  48	-0.009	 0.010	-0.015	-0.010	 0.001	-0.023	 0.012	 0.001	 0.078	 0.079	 0.066	 0.083	 0.054	 0.050	 0.048	 0.039	  6685	  5746	  8349	  7444	  8349	   05:40
  49	 0.034	-0.015	-0.004	 0.009	 0.008	-0.024	-0.009	-0.017	 0.088	 0.089	 0.094	 0.072	 0.039	 0.050	 0.044	 0.046	  5503	  7088	  7723	  8060	  8060	   04:38
  50	-0.005	-0.030	 0.002	 0.018	 0.029	 0.016	-0.037	 0.008	 0.091	 0.094	 0.086	 0.078	 0.049	 0.034	 0.046	 0.043	  6359	  7011	  7821	  7398	  7821	   04:16
  51	 0.010	 0.003	 0.003	 0.011	 0.025	 0.023	 0.016	 0.025	 0.093	 0.072	 0.073	 0.073	 0.045	 0.054	 0.046	 0.044	  5974	  6951	  7846	  7461	  7846	   04:56
  52	-0.020	 0.012	-0.006	-0.013	-0.018	 0.014	-0.018	-0.016	 0.083	 0.064	 0.069	 0.085	 0.051	 0.042	 0.038	 0.051	  6831	  6262	  7846	  7375	  7846	   05:24
  53	 0.012	-0.006	-0.015	 0.005	-0.008	-0.029	 0.026	 0.025	 0.088	 0.073	 0.087	 0.082	 0.048	 0.041	 0.049	 0.043	  5822	  6934	  8124	  7544	  8124	   03:12
  54	 0.000	 0.001	-0.005	-0.004	 0.018	-0.018	 0.005	 0.048	 0.065	 0.089	 0.091	 0.087	 0.053	 0.049	 0.045	 0.048	  7216	  5907	  7459	  7766	  7766	   04:34
  55	 0.018	 0.002	-0.006	-0.004	 0.014	 0.006	 0.033	-0.010	 0.070	 0.062	 0.087	 0.085	 0.046	 0.043	 0.046	 0.045	  6037	  6792	  7778	  7739	  7778	   04:33
  56	 0.011	 0.007	 0.024	 0.006	-0.017	-0.003	 0.011	-0.009	 0.074	 0.091	 0.077	 0.076	 0.040	 0.045	 0.040	 0.042	  6951	  6057	  7347	  8140	  8140	   04:48
  57	 0.008	-0.010	-0.009	-0.003	-0.018	 0.009	 0.027	 0.004	 0.084	 0.088	 0.097	 0.089	 0.041	 0.054	 0.049	 0.040	  6422	  6616	  7583	  7677	  7677	   05:16
  58	 0.011	 0.027	 0.000	 0.020	-0.023	 0.010	 0.001	-0.014	 0.075	 0.080	 0.096	 0.092	 0.035	 0.039	 0.045	 0.040	  7183	  6116	  7918	  7387	  7918	   06:43
  59	 0.000	-0.008	-0.026	-0.001	 0.013	-0.009	-0.032	 0.017	 0.076	 0.103	 0.080	 0.066	 0.041	 0.049	 0.052	 0.047	  6907	  5838	  7956	  7628	  7956	   04:35
  60	-0.010	-0.009	 0.024	 0.007	 0.011	 0.011	 0.003	 0.003	 0.076	 0.085	 0.069	 0.082	 0.043	 0.044	 0.043	 0.044	  6971	  6318	  7528	  7639	  7639	   04:44
  61	-0.010	 0.005	 0.017	-0.003	 0.006	 0.002	 0.006	 0.006	 0.075	 0.096	 0.075	 0.089	 0.044	 0.047	 0.048	 0.041	  7380	  5620	  7545	  7802	  7802	   04:23
  62	 0.016	 0.007	-0.019	-0.001	 0.011	 0.021	 0.017	-0.026	 0.084	 0.087	 0.059	 0.085	 0.047	 0.043	 0.037	 0.042	  6079	  6238	  9002	  7072	  9002	   05:07
  63	-0.007	-0.038	 0.002	 0.001	-0.036	 0.002	 0.013	-0.015	 0.087	 0.072	 0.082	 0.072	 0.048	 0.048	 0.051	 0.044	  5879	  7329	  7349	  7703	  7703	   04:33
  64	-0.015	-0.014	-0.021	 0.010	-0.012	-0.026	-0.011	-0.013	 0.079	 0.063	 0.079	 0.082	 0.040	 0.046	 0.042	 0.048	  6308	  6822	  8324	  6951	  8324	   04:11
  65	-0.005	-0.002	-0.020	 0.008	-0.002	-0.034	 0.009	-0.020	 0.072	 0.080	 0.084	 0.070	 0.044	 0.044	 0.043	 0.037	  6643	  5967	  8132	  7699	  8132	   04:01
  66	 0.013	-0.020	 0.007	 0.031	-0.003	 0.006	-0.010	-0.001	 0.046	 0.074	 0.084	 0.090	 0.050	 0.048	 0.044	 0.044	  6966	  6816	  7893	  6704	  7893	   03:17
  67	 0.020	-0.023	-0.031	-0.000	 0.013	-0.003	-0.050	-0.037	 0.073	 0.070	 0.076	 0.075	 0.045	 0.046	 0.047	 0.050	  5588	  7247	  8443	  7034	  8443	   04:47
  68	-0.029	-0.007	 0.042	-0.008	-0.017	-0.030	-0.023	-0.007	 0.074	 0.088	 0.078	 0.079	 0.038	 0.045	 0.042	 0.046	  7638	  5779	  6556	  8532	  8532	   03:49
  69	 0.016	-0.007	 0.015	 0.038	 0.022	-0.006	 0.018	-0.017	 0.098	 0.079	 0.087	 0.090	 0.052	 0.046	 0.051	 0.044	  5622	  7194	  8253	  7131	  8253	   04:06
  70	-0.020	-0.014	 0.008	 0.030	-0.003	-0.041	 0.003	-0.005	 0.082	 0.086	 0.107	 0.093	 0.045	 0.043	 0.037	 0.040	  7065	  6415	  7629	  7515	  7629	   05:43
  71	-0.003	-0.002	-0.007	 0.022	-0.002	 0.007	-0.003	-0.006	 0.087	 0.092	 0.078	 0.091	 0.046	 0.044	 0.049	 0.047	  6687	  6315	  8489	  6786	  8489	   04:06
  72	 0.010	-0.006	-0.029	 0.017	 0.022	 0.002	-0.017	-0.015	 0.089	 0.083	 0.076	 0.075	 0.042	 0.042	 0.052	 0.039	  5914	  6685	  8812	  6966	  8812	   04:05
  73	 0.006	-0.022	 0.022	 0.014	-0.012	 0.020	 0.009	-0.013	 0.062	 0.082	 0.067	 0.087	 0.049	 0.047	 0.044	 0.050	  6733	  6715	  7717	  7104	  7717	   03:53
  74	 0.004	-0.005	-0.017	 0.006	-0.009	 0.001	 0.001	 0.028	 0.080	 0.065	 0.088	 0.065	 0.041	 0.040	 0.053	 0.045	  6214	  6937	  7577	  7681	  7681	   03:38
  75	 0.009	-0.003	 0.003	-0.028	-0.007	 0.026	-0.025	 0.029	 0.103	 0.074	 0.066	 0.096	 0.043	 0.050	 0.038	 0.052	  5827	  7329	  7728	  7443	  7728	   03:59
  76	-0.012	-0.007	 0.017	-0.031	-0.029	 0.022	 0.006	-0.011	 0.077	 0.086	 0.080	 0.071	 0.046	 0.050	 0.046	 0.049	  7044	  6025	  6424	  8723	  8723	   05:31
  77	-0.022	 0.024	 0.010	 0.016	-0.021	 0.005	 0.008	 0.029	 0.073	 0.066	 0.076	 0.061	 0.050	 0.039	 0.043	 0.046	  7617	  5790	  7222	  7820	  7820	   04:11
  78	-0.008	 0.009	-0.007	 0.000	-0.012	 0.007	 0.011	 0.007	 0.096	 0.083	 0.073	 0.085	 0.046	 0.048	 0.039	 0.054	  6559	  6268	  8118	  7303	  8118	   04:02
  79	-0.005	 0.016	 0.001	-0.017	 0.013	-0.022	-0.021	 0.011	 0.071	 0.085	 0.077	 0.077	 0.050	 0.044	 0.044	 0.046	  7205	  5515	  7442	  8210	  8210	   04:09
  80	-0.024	 0.000	 0.004	-0.011	 0.034	 0.008	 0.002	 0.016	 0.098	 0.084	 0.080	 0.060	 0.036	 0.044	 0.041	 0.037	  6750	  6115	  7111	  8596	  8596	   04:15
  81	 0.013	-0.005	-0.002	 0.001	-0.013	-0.018	-0.007	-0.003	 0.077	 0.111	 0.078	 0.102	 0.047	 0.038	 0.041	 0.049	  6870	  5951	  8364	  7255	  8364	   03:56
  82	-0.007	-0.030	 0.007	 0.002	-0.018	-0.001	-0.010	-0.024	 0.094	 0.074	 0.079	 0.068	 0.044	 0.046	 0.050	 0.045	  5756	  7232	  7378	  7911	  7911	   04:09
  83	-0.027	-0.001	 0.001	-0.007	-0.003	-0.031	 0.023	 0.017	 0.084	 0.078	 0.066	 0.074	 0.044	 0.038	 0.047	 0.044	  6888	  5910	  7825	  7861	  7861	   05:50
  84	 0.033	-0.002	-0.003	-0.000	-0.001	-0.026	-0.010	-0.013	 0.075	 0.082	 0.087	 0.077	 0.045	 0.045	 0.042	 0.043	  5904	  6712	  7773	  8034	  8034	   03:44
  85	-0.006	-0.012	-0.022	-0.004	 0.017	-0.009	 0.036	 0.019	 0.081	 0.070	 0.094	 0.086	 0.057	 0.044	 0.053	 0.044	  6148	  6647	  7860	  7520	  7860	   02:57
  86	-0.001	-0.012	-0.019	-0.026	-0.005	-0.014	-0.008	-0.008	 0.096	 0.081	 0.060	 0.101	 0.043	 0.045	 0.048	 0.048	  5795	  6727	  8724	  7038	  8724	   02:50
  87	 0.002	 0.028	 0.001	-0.003	 0.006	-0.004	-0.006	-0.002	 0.081	 0.079	 0.070	 0.077	 0.044	 0.047	 0.040	 0.045	  6882	  5774	  7924	  7823	  7924	   03:01
  88	 0.014	 0.005	 0.034	-0.005	 0.001	-0.012	 0.009	 0.011	 0.089	 0.067	 0.083	 0.081	 0.049	 0.042	 0.055	 0.042	  5986	  6929	  6922	  8446	  8446	   03:14
  89	-0.013	 0.006	-0.009	-0.001	 0.018	-0.018	 0.012	 0.013	 0.065	 0.093	 0.081	 0.062	 0.052	 0.042	 0.047	 0.040	  7432	  5214	  7513	  8202	  8202	   04:25
  90	-0.025	 0.012	-0.024	 0.003	 0.008	 0.015	-0.014	 0.018	 0.086	 0.080	 0.063	 0.076	 0.037	 0.048	 0.049	 0.043	  7117	  5839	  8507	  6923	  8507	   04:07
  91	 0.013	 0.014	-0.012	-0.011	-0.008	-0.027	-0.041	 0.019	 0.078	 0.070	 0.087	 0.071	 0.042	 0.045	 0.047	 0.045	  6427	  6482	  7456	  8108	  8108	   04:26
  92	-0.019	 0.001	-0.034	-0.013	-0.001	 0.024	-0.019	 0.024	 0.067	 0.082	 0.079	 0.086	 0.049	 0.038	 0.054	 0.049	  7387	  5756	  8097	  7047	  8097	   06:38
  93	-0.006	-0.027	 0.014	-0.007	 0.004	-0.000	 0.007	 0.020	 0.073	 0.072	 0.068	 0.065	 0.042	 0.047	 0.043	 0.043	  6358	  6907	  7123	  8036	  8036	   04:26
  94	-0.006	 0.006	 0.009	-0.005	-0.032	 0.011	 0.010	-0.004	 0.066	 0.081	 0.093	 0.082	 0.049	 0.050	 0.048	 0.042	  7453	  5908	  6902	  8025	  8025	   05:09
  95	 0.004	 0.014	-0.023	 0.033	-0.022	-0.009	-0.004	 0.008	 0.088	 0.098	 0.085	 0.075	 0.039	 0.046	 0.045	 0.043	  6912	  5969	  8618	  6974	  8618	   04:17
  96	 0.050	-0.004	 0.026	 0.002	-0.025	 0.012	-0.001	 0.001	 0.064	 0.097	 0.082	 0.089	 0.042	 0.048	 0.046	 0.041	  6407	  6735	  7341	  7932	  7932	   05:13
  97	-0.010	-0.002	-0.011	 0.001	 0.021	 0.026	-0.005	-0.024	 0.086	 0.077	 0.074	 0.080	 0.039	 0.044	 0.042	 0.043	  6483	  6448	  8144	  7363	  8144	   04:13
  98	 0.017	 0.017	-0.003	-0.022	 0.004	-0.006	 0.013	-0.000	 0.083	 0.068	 0.090	 0.083	 0.045	 0.045	 0.044	 0.047	  6142	  6506	  7326	  8329	  8329	   04:31
  99	-0.037	-0.005	 0.005	 0.020	 0.007	-0.013	 0.006	-0.003	 0.069	 0.100	 0.069	 0.082	 0.040	 0.042	 0.046	 0.041	  7963	  5201	  8141	  7174	  8141	   04:29
 100	 0.022	-0.008	 0.015	-0.002	-0.000	-0.016	-0.024	 0.011	 0.069	 0.077	 0.086	 0.097	 0.044	 0.048	 0.052	 0.042	  6338	  6888	  7512	  7629	  7629	   03:57
 101	-0.001	 0.001	-0.016	 0.008	-0.009	-0.002	-0.009	 0.007	 0.087	 0.065	 0.095	 0.069	 0.046	 0.046	 0.051	 0.046	  6203	  6821	  7543	  7702	  7702	   05:41
 102	 0.027	-0.017	-0.005	-0.005	 0.029	 0.004	-0.002	-0.006	 0.090	 0.075	 0.088	 0.088	 0.045	 0.046	 0.047	 0.050	  5317	  7431	  7843	  7653	  7843	   04:41
 103	 0.015	-0.005	-0.019	-0.010	 0.020	-0.002	-0.009	 0.007	 0.072	 0.090	 0.075	 0.081	 0.047	 0.047	 0.041	 0.038	  6423	  6242	  8184	  7560	  8184	   03:57
 104	 0.021	 0.018	-0.005	-0.009	-0.010	 0.017	 0.004	-0.008	 0.093	 0.072	 0.106	 0.094	 0.040	 0.044	 0.044	 0.051	  6119	  6882	  7380	  7987	  7987	   04:02
 105	 0.003	-0.028	 0.012	-0.007	 0.007	 0.006	 0.015	 0.022	 0.088	 0.081	 0.086	 0.076	 0.044	 0.042	 0.040	 0.043	  6028	  7197	  7073	  8168	  8168	   04:26
 106	 0.022	 0.011	 0.023	-0.035	-0.038	 0.001	-0.030	-0.026	 0.074	 0.091	 0.077	 0.056	 0.044	 0.048	 0.042	 0.045	  6662	  5914	  6261	  9464	  9464	   04:45
 107	-0.008	-0.025	-0.001	-0.009	 0.019	-0.032	 0.025	-0.013	 0.072	 0.067	 0.075	 0.095	 0.047	 0.041	 0.044	 0.052	  6082	  6766	  8043	  7416	  8043	   04:45
 108	-0.033	 0.002	-0.003	 0.026	-0.007	-0.013	-0.003	 0.003	 0.090	 0.092	 0.083	 0.079	 0.044	 0.047	 0.040	 0.041	  7409	  5805	  8043	  7243	  8043	   05:00
 109	-0.004	 0.019	 0.015	-0.012	-0.010	-0.016	-0.018	-0.000	 0.089	 0.074	 0.075	 0.066	 0.041	 0.043	 0.050	 0.051	  6639	  6067	  7078	  8516	  8516	   04:20
 110	 0.004	-0.001	 0.018	 0.028	 0.019	 0.011	 0.000	-0.018	 0.078	 0.080	 0.082	 0.094	 0.039	 0.046	 0.042	 0.047	  6675	  6675	  8026	  7083	  8026	   04:14
 111	 0.012	 0.017	 0.002	 0.009	 0.015	-0.013	-0.002	-0.009	 0.083	 0.069	 0.074	 0.100	 0.045	 0.042	 0.046	 0.044	  6260	  6577	  8514	  7065	  8514	   04:47
 112	 0.004	-0.018	-0.021	 0.041	 0.016	-0.015	-0.002	-0.017	 0.069	 0.090	 0.077	 0.052	 0.047	 0.052	 0.043	 0.047	  6443	  6240	  8417	  7125	  8417	   04:43
 113	 0.009	-0.012	 0.007	 0.001	-0.005	 0.016	-0.026	 0.016	 0.084	 0.061	 0.085	 0.086	 0.047	 0.045	 0.050	 0.051	  5935	  7526	  7413	  7414	  7526	   04:37
 114	 0.006	 0.005	 0.010	 0.009	-0.006	-0.006	-0.012	-0.009	 0.097	 0.065	 0.064	 0.107	 0.046	 0.046	 0.046	 0.049	  5847	  7187	  8619	  6624	  8619	   04:09
 115	 0.021	 0.022	 0.008	-0.001	 0.004	-0.012	-0.004	 0.014	 0.079	 0.078	 0.084	 0.083	 0.042	 0.047	 0.039	 0.043	  6566	  6337	  7586	  8008	  8008	   03:36
 116	-0.011	 0.003	 0.009	 0.006	 0.001	 0.003	 0.040	 0.023	 0.080	 0.081	 0.091	 0.064	 0.044	 0.040	 0.049	 0.041	  7028	  6064	  6996	  8393	  8393	   03:50
 117	-0.000	 0.003	-0.003	-0.020	-0.016	-0.011	 0.002	-0.004	 0.081	 0.068	 0.076	 0.080	 0.042	 0.041	 0.052	 0.042	  6304	  6462	  7571	  8013	  8013	   04:00
 118	-0.013	-0.002	-0.002	 0.002	-0.015	 0.018	-0.014	 0.004	 0.092	 0.075	 0.080	 0.096	 0.041	 0.052	 0.039	 0.046	  6649	  6793	  7919	  7025	  7919	   04:07
 119	-0.006	 0.000	 0.045	 0.016	-0.005	 0.021	-0.020	-0.006	 0.084	 0.073	 0.083	 0.078	 0.049	 0.043	 0.047	 0.045	  6809	  6772	  6776	  8021	  8021	   03:50
 120	 0.012	 0.004	-0.024	 0.023	-0.006	 0.004	 0.030	-0.029	 0.083	 0.074	 0.080	 0.069	 0.043	 0.046	 0.047	 0.045	  5975	  6507	  8620	  7195	  8620	   04:02
 121	 0.019	-0.011	 0.018	 0.007	-0.027	 0.008	 0.004	-0.007	 0.091	 0.079	 0.089	 0.078	 0.050	 0.044	 0.046	 0.053	  5865	  7179	  7186	  7971	  7971	   03:37
 122	-0.016	 0.014	-0.022	-0.010	-0.004	 0.005	-0.008	-0.010	 0.074	 0.071	 0.072	 0.092	 0.043	 0.047	 0.045	 0.036	  7044	  5889	  8388	  7085	  8388	   03:56
 123	-0.004	-0.033	 0.002	 0.036	-0.004	-0.002	 0.000	 0.007	 0.068	 0.099	 0.056	 0.070	 0.044	 0.048	 0.048	 0.047	  6777	  6416	  8532	  6583	  8532	   04:55
 124	-0.000	 0.021	 0.005	-0.033	 0.003	-0.021	-0.005	-0.005	 0.084	 0.073	 0.085	 0.088	 0.043	 0.045	 0.043	 0.045	  6643	  6010	  7203	  8561	  8561	   04:13
 125	 0.000	 0.023	 0.014	-0.004	 0.014	-0.005	 0.010	 0.002	 0.056	 0.083	 0.085	 0.083	 0.048	 0.040	 0.049	 0.040	  7659	  5267	  7270	  8225	  8225	   04:31
 126	 0.009	 0.002	 0.001	 0.024	 0.032	-0.014	-0.009	-0.011	 0.089	 0.093	 0.100	 0.079	 0.044	 0.042	 0.035	 0.052	  6483	  6376	  7805	  7808	  7808	   04:17
 127	-0.028	 0.021	 0.012	-0.006	 0.031	-0.008	 0.016	 0.024	 0.083	 0.066	 0.063	 0.075	 0.045	 0.049	 0.044	 0.042	  7117	  5755	  7636	  7888	  7888	   05:40
